REGION;COMUNA;Destino;TipoVehiculo;Catalitico;NoCatalitico
6;6104;3.0;5.0;7.0;3.0
6;6104;3.0;6.0;6.0;1.0
6;6104;3.0;7.0;0.0;0.0
6;6105;1.0;1.0;2097.0;152.0
6;6105;1.0;2.0;437.0;22.0
6;6105;1.0;3.0;65.0;6.0
6;6105;1.0;4.0;150.0;17.0
6;6105;1.0;5.0;0.0;0.0
6;6105;1.0;6.0;55.0;1.0
6;6105;1.0;7.0;1221.0;115.0
6;6105;1.0;8.0;158.0;3.0
6;6105;1.0;9.0;0.0;0.0
6;6105;2.0;1.0;10.0;0.0
6;6105;2.0;2.0;37.0;0.0
6;6105;2.0;3.0;5.0;0.0
6;6105;2.0;4.0;62.0;0.0
6;6105;2.0;5.0;35.0;0.0
6;6105;2.0;6.0;0.0;0.0
6;6105;2.0;7.0;59.0;3.0
6;6105;2.0;8.0;0.0;0.0
6;6105;2.0;9.0;0.0;0.0
6;6105;3.0;1.0;323.0;39.0
6;6105;3.0;2.0;288.0;3.0
6;6105;3.0;3.0;0.0;0.0
6;6105;3.0;4.0;0.0;0.0
6;6105;3.0;5.0;9.0;0.0
6;6105;3.0;6.0;7.0;2.0
6;6105;3.0;7.0;0.0;0.0
6;6106;1.0;1.0;3246.0;218.0
6;6106;1.0;2.0;800.0;29.0
6;6106;1.0;3.0;116.0;10.0
6;6106;1.0;4.0;215.0;14.0
6;6106;1.0;5.0;1.0;1.0
6;6106;1.0;6.0;136.0;3.0
6;6106;1.0;7.0;1131.0;110.0
6;6106;1.0;8.0;275.0;10.0
6;6106;1.0;9.0;0.0;0.0
6;6106;2.0;1.0;27.0;0.0
6;6106;2.0;2.0;116.0;0.0
6;6106;2.0;3.0;19.0;0.0
6;6106;2.0;4.0;53.0;0.0
6;6106;2.0;5.0;85.0;0.0
6;6106;2.0;6.0;2.0;0.0
6;6106;2.0;7.0;101.0;5.0
6;6106;2.0;8.0;55.0;5.0
6;6106;2.0;9.0;0.0;0.0
6;6106;3.0;1.0;175.0;55.0
6;6106;3.0;2.0;28.0;4.0
6;6106;3.0;3.0;4.0;1.0
6;6106;3.0;4.0;0.0;0.0
6;6106;3.0;5.0;77.0;14.0
6;6106;3.0;6.0;41.0;2.0
6;6106;3.0;7.0;0.0;0.0
6;6107;1.0;1.0;2672.0;159.0
6;6107;1.0;2.0;807.0;24.0
6;6107;1.0;3.0;77.0;10.0
6;6107;1.0;4.0;214.0;5.0
6;6107;1.0;5.0;2.0;2.0
6;6107;1.0;6.0;190.0;0.0
6;6107;1.0;7.0;1593.0;137.0
6;6107;1.0;8.0;199.0;7.0
6;6107;1.0;9.0;0.0;0.0
6;6107;2.0;1.0;8.0;0.0
6;6107;2.0;2.0;24.0;0.0
6;6107;2.0;3.0;26.0;0.0
6;6107;2.0;4.0;45.0;0.0
6;6107;2.0;5.0;53.0;0.0
6;6107;2.0;6.0;0.0;0.0
6;6107;2.0;7.0;35.0;2.0
6;6107;2.0;8.0;11.0;0.0
6;6107;2.0;9.0;0.0;0.0
6;6107;3.0;1.0;183.0;48.0
6;6107;3.0;2.0;82.0;4.0
6;6107;3.0;3.0;0.0;0.0
6;6107;3.0;4.0;0.0;0.0
6;6107;3.0;5.0;18.0;2.0
6;6107;3.0;6.0;19.0;1.0
6;6107;3.0;7.0;0.0;0.0
6;6108;1.0;1.0;5812.0;201.0
6;6108;1.0;2.0;3599.0;36.0
6;6108;1.0;3.0;261.0;24.0
6;6108;1.0;4.0;237.0;15.0
6;6108;1.0;5.0;1.0;0.0
6;6108;1.0;6.0;34.0;0.0
6;6108;1.0;7.0;2777.0;130.0
6;6108;1.0;8.0;379.0;15.0
6;6108;1.0;9.0;0.0;0.0
6;6108;2.0;1.0;0.0;0.0
6;6108;2.0;2.0;202.0;0.0
6;6108;2.0;3.0;0.0;0.0
6;6108;2.0;4.0;52.0;0.0
6;6108;2.0;5.0;34.0;0.0
6;6108;2.0;6.0;0.0;0.0
6;6108;2.0;7.0;191.0;1.0
6;6108;2.0;8.0;23.0;0.0
6;6108;2.0;9.0;0.0;0.0
6;6108;3.0;1.0;190.0;12.0
6;6108;3.0;2.0;39.0;2.0
6;6108;3.0;3.0;2.0;0.0
6;6108;3.0;4.0;0.0;0.0
6;6108;3.0;5.0;0.0;0.0
6;6108;3.0;6.0;20.0;1.0
6;6108;3.0;7.0;0.0;0.0
6;6109;1.0;1.0;1745.0;163.0
6;6109;1.0;2.0;482.0;25.0
6;6109;1.0;3.0;48.0;12.0
6;6109;1.0;4.0;184.0;8.0
6;6109;1.0;5.0;1.0;1.0
6;6109;1.0;6.0;67.0;3.0
6;6109;1.0;7.0;1046.0;136.0
6;6109;1.0;8.0;144.0;8.0
6;6109;1.0;9.0;0.0;0.0
6;6109;2.0;1.0;0.0;0.0
6;6109;2.0;2.0;8.0;0.0
6;6109;2.0;3.0;0.0;0.0
6;6109;2.0;4.0;18.0;0.0
6;6109;2.0;5.0;10.0;0.0
6;6109;2.0;6.0;0.0;0.0
6;6109;2.0;7.0;18.0;2.0
6;6109;2.0;8.0;1.0;0.0
6;6109;2.0;9.0;0.0;0.0
6;6109;3.0;1.0;144.0;54.0
6;6109;3.0;2.0;29.0;7.0
6;6109;3.0;3.0;0.0;0.0
6;6109;3.0;4.0;0.0;0.0
6;6109;3.0;5.0;16.0;4.0
6;6109;3.0;6.0;8.0;5.0
6;6109;3.0;7.0;0.0;0.0
6;6110;1.0;1.0;2207.0;160.0
6;6110;1.0;2.0;478.0;19.0
6;6110;1.0;3.0;113.0;12.0
6;6110;1.0;4.0;191.0;12.0
6;6110;1.0;5.0;1.0;0.0
6;6110;1.0;6.0;57.0;2.0
6;6110;1.0;7.0;1119.0;95.0
6;6110;1.0;8.0;247.0;2.0
6;6110;1.0;9.0;0.0;0.0
6;6110;2.0;1.0;22.0;0.0
6;6110;2.0;2.0;92.0;0.0
6;6110;2.0;3.0;1.0;0.0
6;6110;2.0;4.0;45.0;0.0
6;6110;2.0;5.0;30.0;0.0
6;6110;2.0;6.0;0.0;0.0
6;6110;2.0;7.0;23.0;2.0
6;6110;2.0;8.0;24.0;1.0
6;6110;2.0;9.0;0.0;0.0
6;6110;3.0;1.0;170.0;33.0
6;6110;3.0;2.0;26.0;0.0
6;6110;3.0;3.0;0.0;0.0
6;6110;3.0;4.0;0.0;0.0
6;6110;3.0;5.0;9.0;0.0
6;6110;3.0;6.0;21.0;2.0
6;6110;3.0;7.0;0.0;0.0
6;6111;1.0;1.0;2223.0;202.0
6;6111;1.0;2.0;613.0;13.0
6;6111;1.0;3.0;157.0;15.0
6;6111;1.0;4.0;216.0;14.0
6;6111;1.0;5.0;0.0;1.0
6;6111;1.0;6.0;70.0;4.0
6;6111;1.0;7.0;1316.0;122.0
6;6111;1.0;8.0;148.0;5.0
6;6111;1.0;9.0;0.0;0.0
6;6111;2.0;1.0;1.0;0.0
6;6111;2.0;2.0;43.0;0.0
6;6111;2.0;3.0;1.0;0.0
6;6111;2.0;4.0;25.0;0.0
6;6111;2.0;5.0;19.0;0.0
6;6111;2.0;6.0;0.0;0.0
6;6111;2.0;7.0;9.0;1.0
6;6111;2.0;8.0;16.0;0.0
6;6111;2.0;9.0;0.0;0.0
6;6111;3.0;1.0;296.0;53.0
6;6111;3.0;2.0;114.0;17.0
6;6111;3.0;3.0;20.0;0.0
6;6111;3.0;4.0;0.0;0.0
6;6111;3.0;5.0;5.0;1.0
6;6111;3.0;6.0;34.0;2.0
6;6111;3.0;7.0;0.0;0.0
6;6112;1.0;1.0;1549.0;138.0
6;6112;1.0;2.0;378.0;17.0
6;6112;1.0;3.0;61.0;7.0
6;6112;1.0;4.0;107.0;8.0
6;6112;1.0;5.0;0.0;0.0
6;6112;1.0;6.0;62.0;2.0
6;6112;1.0;7.0;822.0;75.0
6;6112;1.0;8.0;126.0;6.0
6;6112;1.0;9.0;0.0;0.0
6;6112;2.0;1.0;29.0;0.0
6;6112;2.0;2.0;17.0;0.0
6;6112;2.0;3.0;0.0;0.0
6;6112;2.0;4.0;50.0;0.0
6;6112;2.0;5.0;21.0;0.0
6;6112;2.0;6.0;0.0;0.0
6;6112;2.0;7.0;19.0;4.0
6;6112;2.0;8.0;8.0;0.0
6;6112;2.0;9.0;0.0;0.0
6;6112;3.0;1.0;187.0;52.0
6;6112;3.0;2.0;54.0;1.0
6;6112;3.0;3.0;0.0;0.0
6;6112;3.0;4.0;0.0;0.0
6;6112;3.0;5.0;22.0;12.0
6;6112;3.0;6.0;19.0;3.0
6;6112;3.0;7.0;0.0;0.0
6;6113;1.0;1.0;2347.0;189.0
6;6113;1.0;2.0;443.0;25.0
6;6113;1.0;3.0;40.0;16.0
6;6113;1.0;4.0;148.0;21.0
6;6113;1.0;5.0;0.0;0.0
6;6113;1.0;6.0;91.0;1.0
6;6113;1.0;7.0;1110.0;192.0
6;6113;1.0;8.0;206.0;4.0
6;6113;1.0;9.0;0.0;0.0
6;6113;2.0;1.0;1.0;0.0
6;6113;2.0;2.0;23.0;0.0
6;6113;2.0;3.0;0.0;0.0
6;6113;2.0;4.0;26.0;0.0
6;6113;2.0;5.0;28.0;0.0
6;6113;2.0;6.0;0.0;0.0
6;6113;2.0;7.0;32.0;1.0
6;6113;2.0;8.0;0.0;0.0
6;6113;2.0;9.0;0.0;0.0
6;6113;3.0;1.0;204.0;78.0
6;6113;3.0;2.0;31.0;3.0
6;6113;3.0;3.0;0.0;0.0
6;6113;3.0;4.0;0.0;0.0
6;6113;3.0;5.0;21.0;4.0
6;6113;3.0;6.0;10.0;1.0
6;6113;3.0;7.0;0.0;0.0
6;6114;1.0;1.0;1919.0;169.0
6;6114;1.0;2.0;367.0;20.0
6;6114;1.0;3.0;89.0;15.0
6;6114;1.0;4.0;165.0;12.0
6;6114;1.0;5.0;0.0;1.0
6;6114;1.0;6.0;115.0;6.0
6;6114;1.0;7.0;958.0;136.0
6;6114;1.0;8.0;162.0;14.0
6;6114;1.0;9.0;0.0;0.0
6;6114;2.0;1.0;29.0;0.0
6;6114;2.0;2.0;82.0;0.0
6;6114;2.0;3.0;1.0;0.0
6;6114;2.0;4.0;19.0;0.0
6;6114;2.0;5.0;60.0;0.0
6;6114;2.0;6.0;0.0;2.0
6;6114;2.0;7.0;15.0;1.0
6;6114;2.0;8.0;12.0;0.0
6;6114;2.0;9.0;0.0;0.0
6;6114;3.0;1.0;209.0;87.0
6;6114;3.0;2.0;73.0;6.0
6;6114;3.0;3.0;0.0;0.0
6;6114;3.0;4.0;0.0;0.0
6;6114;3.0;5.0;48.0;13.0
6;6114;3.0;6.0;10.0;1.0
6;6114;3.0;7.0;0.0;0.0
6;6115;1.0;1.0;5621.0;426.0
6;6115;1.0;2.0;1332.0;61.0
6;6115;1.0;3.0;87.0;24.0
6;6115;1.0;4.0;434.0;25.0
6;6115;1.0;5.0;0.0;0.0
6;6115;1.0;6.0;234.0;5.0
6;6115;1.0;7.0;1884.0;232.0
6;6115;1.0;8.0;489.0;10.0
6;6115;1.0;9.0;0.0;0.0
6;6115;2.0;1.0;4.0;0.0
6;6115;2.0;2.0;393.0;0.0
6;6115;2.0;3.0;2.0;0.0
6;6115;2.0;4.0;53.0;0.0
6;6115;2.0;5.0;76.0;0.0
6;6115;2.0;6.0;0.0;0.0
6;6115;2.0;7.0;122.0;0.0
6;6115;2.0;8.0;20.0;5.0
6;6115;2.0;9.0;0.0;0.0
6;6115;3.0;1.0;277.0;115.0
6;6115;3.0;2.0;45.0;7.0
6;6115;3.0;3.0;0.0;0.0
6;6115;3.0;4.0;0.0;0.0
6;6115;3.0;5.0;23.0;0.0
6;6115;3.0;6.0;20.0;1.0
6;6115;3.0;7.0;0.0;0.0
6;6116;1.0;1.0;3141.0;273.0
6;6116;1.0;2.0;842.0;27.0
6;6116;1.0;3.0;80.0;18.0
6;6116;1.0;4.0;248.0;13.0
6;6116;1.0;5.0;9.0;0.0
6;6116;1.0;6.0;159.0;0.0
6;6116;1.0;7.0;1540.0;118.0
6;6116;1.0;8.0;368.0;5.0
6;6116;1.0;9.0;0.0;0.0
6;6116;2.0;1.0;9.0;0.0
6;6116;2.0;2.0;89.0;0.0
6;6116;2.0;3.0;0.0;0.0
6;6116;2.0;4.0;65.0;0.0
6;6116;2.0;5.0;33.0;0.0
6;6116;2.0;6.0;1.0;0.0
6;6116;2.0;7.0;32.0;10.0
6;6116;2.0;8.0;0.0;0.0
6;6116;2.0;9.0;0.0;0.0
6;6116;3.0;1.0;293.0;70.0
6;6116;3.0;2.0;145.0;24.0
6;6116;3.0;3.0;0.0;0.0
6;6116;3.0;4.0;0.0;0.0
6;6116;3.0;5.0;12.0;0.0
6;6116;3.0;6.0;35.0;3.0
6;6116;3.0;7.0;0.0;0.0
6;6117;1.0;1.0;5695.0;642.0
6;6117;1.0;2.0;1617.0;83.0
6;6117;1.0;3.0;123.0;31.0
6;6117;1.0;4.0;507.0;34.0
6;6117;1.0;5.0;2.0;0.0
6;6117;1.0;6.0;208.0;6.0
6;6117;1.0;7.0;2716.0;432.0
6;6117;1.0;8.0;578.0;22.0
6;6117;1.0;9.0;0.0;0.0
6;6117;2.0;1.0;13.0;0.0
6;6117;2.0;2.0;167.0;0.0
6;6117;2.0;3.0;13.0;0.0
6;6117;2.0;4.0;61.0;0.0
6;6117;2.0;5.0;64.0;0.0
6;6117;2.0;6.0;0.0;0.0
6;6117;2.0;7.0;105.0;5.0
6;6117;2.0;8.0;3.0;0.0
6;6117;2.0;9.0;0.0;0.0
6;6117;3.0;1.0;495.0;180.0
6;6117;3.0;2.0;95.0;9.0
6;6117;3.0;3.0;0.0;0.0
6;6117;3.0;4.0;0.0;0.0
6;6117;3.0;5.0;76.0;17.0
6;6117;3.0;6.0;44.0;9.0
6;6117;3.0;7.0;0.0;0.0
6;6201;1.0;1.0;2157.0;119.0
6;6201;1.0;2.0;790.0;18.0
6;6201;1.0;3.0;236.0;26.0
6;6201;1.0;4.0;221.0;9.0
6;6201;1.0;5.0;1.0;0.0
6;6201;1.0;6.0;39.0;2.0
6;6201;1.0;7.0;1566.0;102.0
6;6201;1.0;8.0;186.0;1.0
6;6201;1.0;9.0;0.0;0.0
6;6201;2.0;1.0;28.0;0.0
6;6201;2.0;2.0;110.0;0.0
6;6201;2.0;3.0;6.0;0.0
6;6201;2.0;4.0;32.0;0.0
6;6201;2.0;5.0;12.0;0.0
6;6201;2.0;6.0;0.0;0.0
6;6201;2.0;7.0;19.0;1.0
6;6201;2.0;8.0;2.0;0.0
6;6201;2.0;9.0;0.0;0.0
6;6201;3.0;1.0;163.0;28.0
6;6201;3.0;2.0;54.0;3.0
6;6201;3.0;3.0;2.0;0.0
6;6201;3.0;4.0;0.0;0.0
6;6201;3.0;5.0;17.0;13.0
6;6201;3.0;6.0;19.0;0.0
6;6201;3.0;7.0;0.0;0.0
6;6202;1.0;1.0;903.0;83.0
6;6202;1.0;2.0;424.0;4.0
6;6202;1.0;3.0;72.0;12.0
6;6202;1.0;4.0;154.0;3.0
6;6202;1.0;5.0;1.0;0.0
6;6202;1.0;6.0;24.0;0.0
6;6202;1.0;7.0;799.0;64.0
6;6202;1.0;8.0;93.0;5.0
6;6202;1.0;9.0;0.0;0.0
6;6202;2.0;1.0;4.0;0.0
6;6202;2.0;2.0;0.0;0.0
6;6202;2.0;3.0;3.0;0.0
6;6202;2.0;4.0;19.0;0.0
6;6202;2.0;5.0;12.0;0.0
6;6202;2.0;6.0;0.0;0.0
6;6202;2.0;7.0;14.0;1.0
6;6202;2.0;8.0;3.0;0.0
6;6202;2.0;9.0;0.0;0.0
6;6202;3.0;1.0;118.0;12.0
6;6202;3.0;2.0;31.0;1.0
6;6202;3.0;3.0;0.0;0.0
6;6202;3.0;4.0;0.0;0.0
6;6202;3.0;5.0;20.0;4.0
6;6202;3.0;6.0;31.0;1.0
6;6202;3.0;7.0;0.0;0.0
6;6203;1.0;1.0;1321.0;109.0
6;6203;1.0;2.0;698.0;12.0
6;6203;1.0;3.0;104.0;9.0
6;6203;1.0;4.0;216.0;18.0
6;6203;1.0;5.0;2.0;1.0
6;6203;1.0;6.0;39.0;0.0
6;6203;1.0;7.0;1252.0;127.0
6;6203;1.0;8.0;122.0;4.0
6;6203;1.0;9.0;0.0;0.0
6;6203;2.0;1.0;8.0;0.0
6;6203;2.0;2.0;1.0;0.0
6;6203;2.0;3.0;1.0;0.0
6;6203;2.0;4.0;28.0;0.0
6;6203;2.0;5.0;13.0;0.0
6;6203;2.0;6.0;0.0;0.0
6;6203;2.0;7.0;52.0;0.0
6;6203;2.0;8.0;3.0;1.0
6;6203;2.0;9.0;0.0;0.0
6;6203;3.0;1.0;206.0;23.0
6;6203;3.0;2.0;93.0;4.0
6;6203;3.0;3.0;0.0;0.0
6;6203;3.0;4.0;0.0;0.0
6;6203;3.0;5.0;19.0;2.0
6;6203;3.0;6.0;63.0;3.0
6;6203;3.0;7.0;0.0;0.0
6;6204;1.0;1.0;3776.0;82.0
6;6204;1.0;2.0;3479.0;8.0
6;6204;1.0;3.0;65.0;4.0
6;6204;1.0;4.0;302.0;12.0
6;6204;1.0;5.0;0.0;1.0
6;6204;1.0;6.0;39.0;0.0
6;6204;1.0;7.0;2201.0;91.0
6;6204;1.0;8.0;114.0;2.0
6;6204;1.0;9.0;0.0;0.0
6;6204;2.0;1.0;10.0;0.0
6;6204;2.0;2.0;0.0;0.0
6;6204;2.0;3.0;5.0;0.0
6;6204;2.0;4.0;25.0;0.0
6;6204;2.0;5.0;17.0;0.0
6;6204;2.0;6.0;0.0;0.0
6;6204;2.0;7.0;59.0;0.0
6;6204;2.0;8.0;6.0;0.0
6;6204;2.0;9.0;0.0;0.0
6;6204;3.0;1.0;123.0;35.0
6;6204;3.0;2.0;32.0;0.0
6;6204;3.0;3.0;0.0;0.0
6;6204;3.0;4.0;0.0;0.0
6;6204;3.0;5.0;8.0;2.0
6;6204;3.0;6.0;24.0;2.0
6;6204;3.0;7.0;0.0;0.0
6;6205;1.0;1.0;834.0;36.0
6;6205;1.0;2.0;334.0;7.0
6;6205;1.0;3.0;28.0;4.0
6;6205;1.0;4.0;89.0;11.0
6;6205;1.0;5.0;2.0;0.0
6;6205;1.0;6.0;13.0;1.0
6;6205;1.0;7.0;632.0;62.0
6;6205;1.0;8.0;54.0;2.0
6;6205;1.0;9.0;0.0;0.0
6;6205;2.0;1.0;3.0;0.0
6;6205;2.0;2.0;5.0;0.0
6;6205;2.0;3.0;1.0;0.0
6;6205;2.0;4.0;7.0;0.0
6;6205;2.0;5.0;11.0;0.0
6;6205;2.0;6.0;0.0;0.0
6;6205;2.0;7.0;5.0;0.0
6;6205;2.0;8.0;2.0;0.0
6;6205;2.0;9.0;0.0;0.0
6;6205;3.0;1.0;46.0;5.0
6;6205;3.0;2.0;3.0;0.0
6;6205;3.0;3.0;0.0;0.0
6;6205;3.0;4.0;0.0;0.0
6;6205;3.0;5.0;6.0;1.0
6;6205;3.0;6.0;12.0;1.0
6;6205;3.0;7.0;0.0;0.0
6;6206;1.0;1.0;741.0;40.0
6;6206;1.0;2.0;277.0;5.0
6;6206;1.0;3.0;35.0;4.0
6;6206;1.0;4.0;50.0;6.0
6;6206;1.0;5.0;1.0;0.0
6;6206;1.0;6.0;63.0;1.0
6;6206;1.0;7.0;795.0;89.0
6;6206;1.0;8.0;94.0;4.0
6;6206;1.0;9.0;0.0;0.0
6;6206;2.0;1.0;0.0;0.0
6;6206;2.0;2.0;1.0;0.0
6;6206;2.0;3.0;1.0;0.0
6;6206;2.0;4.0;30.0;0.0
6;6206;2.0;5.0;15.0;0.0
6;6206;2.0;6.0;0.0;0.0
6;6206;2.0;7.0;11.0;0.0
6;6206;2.0;8.0;0.0;0.0
6;6206;2.0;9.0;0.0;0.0
6;6206;3.0;1.0;70.0;15.0
6;6206;3.0;2.0;7.0;0.0
6;6206;3.0;3.0;0.0;0.0
6;6206;3.0;4.0;0.0;0.0
6;6206;3.0;5.0;11.0;2.0
6;6206;3.0;6.0;9.0;1.0
6;6206;3.0;7.0;0.0;0.0
6;6301;1.0;1.0;9065.0;809.0
6;6301;1.0;2.0;3338.0;87.0
6;6301;1.0;3.0;272.0;50.0
6;6301;1.0;4.0;700.0;72.0
6;6301;1.0;5.0;2.0;1.0
6;6301;1.0;6.0;229.0;7.0
6;6301;1.0;7.0;3983.0;394.0
6;6301;1.0;8.0;680.0;20.0
6;6301;1.0;9.0;0.0;0.0
6;6301;2.0;1.0;16.0;0.0
6;6301;2.0;2.0;433.0;0.0
6;6301;2.0;3.0;22.0;0.0
6;6301;2.0;4.0;97.0;0.0
6;6301;2.0;5.0;108.0;0.0
6;6301;2.0;6.0;0.0;0.0
6;6301;2.0;7.0;165.0;11.0
6;6301;2.0;8.0;18.0;0.0
6;6301;2.0;9.0;0.0;0.0
6;6301;3.0;1.0;667.0;164.0
6;6301;3.0;2.0;150.0;17.0
6;6301;3.0;3.0;0.0;0.0
6;6301;3.0;4.0;0.0;0.0
6;6301;3.0;5.0;75.0;8.0
6;6301;3.0;6.0;77.0;4.0
6;6301;3.0;7.0;0.0;0.0
6;6302;1.0;1.0;1776.0;248.0
6;6302;1.0;2.0;442.0;42.0
6;6302;1.0;3.0;41.0;18.0
6;6302;1.0;4.0;115.0;25.0
6;6302;1.0;5.0;1.0;0.0
6;6302;1.0;6.0;172.0;3.0
6;6302;1.0;7.0;1030.0;194.0
6;6302;1.0;8.0;189.0;5.0
6;6302;1.0;9.0;0.0;0.0
6;6302;2.0;1.0;1.0;0.0
6;6302;2.0;2.0;21.0;0.0
6;6302;2.0;3.0;6.0;0.0
6;6302;2.0;4.0;35.0;0.0
6;6302;2.0;5.0;26.0;0.0
6;6302;2.0;6.0;0.0;0.0
6;6302;2.0;7.0;26.0;4.0
6;6302;2.0;8.0;7.0;0.0
6;6302;2.0;9.0;0.0;0.0
6;6302;3.0;1.0;120.0;79.0
6;6302;3.0;2.0;11.0;1.0
6;6302;3.0;3.0;0.0;1.0
6;6302;3.0;4.0;0.0;0.0
6;6302;3.0;5.0;47.0;17.0
6;6302;3.0;6.0;17.0;1.0
6;6302;3.0;7.0;0.0;0.0
6;6303;1.0;1.0;3088.0;346.0
6;6303;1.0;2.0;801.0;40.0
6;6303;1.0;3.0;56.0;14.0
6;6303;1.0;4.0;251.0;46.0
6;6303;1.0;5.0;2.0;1.0
6;6303;1.0;6.0;237.0;4.0
6;6303;1.0;7.0;1673.0;192.0
6;6303;1.0;8.0;299.0;6.0
6;6303;1.0;9.0;0.0;0.0
6;6303;2.0;1.0;4.0;0.0
6;6303;2.0;2.0;73.0;0.0
6;6303;2.0;3.0;8.0;0.0
6;6303;2.0;4.0;73.0;0.0
6;6303;2.0;5.0;66.0;0.0
6;6303;2.0;6.0;0.0;0.0
6;6303;2.0;7.0;81.0;12.0
6;6303;2.0;8.0;6.0;0.0
6;6303;2.0;9.0;0.0;0.0
6;6303;3.0;1.0;231.0;93.0
6;6303;3.0;2.0;95.0;9.0
6;6303;3.0;3.0;0.0;0.0
6;6303;3.0;4.0;0.0;0.0
6;6303;3.0;5.0;167.0;20.0
6;6303;3.0;6.0;17.0;5.0
6;6303;3.0;7.0;0.0;0.0
6;6304;1.0;1.0;899.0;99.0
6;6304;1.0;2.0;246.0;14.0
6;6304;1.0;3.0;36.0;3.0
6;6304;1.0;4.0;61.0;15.0
6;6304;1.0;5.0;0.0;0.0
6;6304;1.0;6.0;84.0;1.0
6;6304;1.0;7.0;768.0;113.0
6;6304;1.0;8.0;101.0;2.0
6;6304;1.0;9.0;0.0;0.0
6;6304;2.0;1.0;0.0;0.0
6;6304;2.0;2.0;12.0;0.0
6;6304;2.0;3.0;0.0;0.0
6;6304;2.0;4.0;28.0;0.0
6;6304;2.0;5.0;37.0;0.0
6;6304;2.0;6.0;0.0;0.0
6;6304;2.0;7.0;17.0;3.0
6;6304;2.0;8.0;4.0;0.0
6;6304;2.0;9.0;0.0;0.0
6;6304;3.0;1.0;86.0;24.0
6;6304;3.0;2.0;2.0;1.0
6;6304;3.0;3.0;0.0;0.0
6;6304;3.0;4.0;0.0;0.0
6;6304;3.0;5.0;1.0;0.0
6;6304;3.0;6.0;13.0;0.0
6;6304;3.0;7.0;0.0;0.0
6;6305;1.0;1.0;2253.0;220.0
6;6305;1.0;2.0;881.0;26.0
6;6305;1.0;3.0;47.0;11.0
6;6305;1.0;4.0;138.0;17.0
6;6305;1.0;5.0;1.0;0.0
6;6305;1.0;6.0;177.0;5.0
6;6305;1.0;7.0;1177.0;135.0
6;6305;1.0;8.0;202.0;4.0
6;6305;1.0;9.0;0.0;0.0
6;6305;2.0;1.0;5.0;0.0
6;6305;2.0;2.0;7.0;0.0
6;6305;2.0;3.0;21.0;0.0
6;6305;2.0;4.0;51.0;0.0
6;6305;2.0;5.0;38.0;0.0
6;6305;2.0;6.0;0.0;0.0
6;6305;2.0;7.0;9.0;0.0
6;6305;2.0;8.0;12.0;0.0
6;6305;2.0;9.0;0.0;0.0
6;6305;3.0;1.0;184.0;96.0
6;6305;3.0;2.0;29.0;5.0
6;6305;3.0;3.0;0.0;0.0
6;6305;3.0;4.0;0.0;0.0
6;6305;3.0;5.0;67.0;23.0
6;6305;3.0;6.0;19.0;2.0
6;6305;3.0;7.0;0.0;0.0
6;6306;1.0;1.0;3187.0;357.0
6;6306;1.0;2.0;1022.0;46.0
6;6306;1.0;3.0;199.0;31.0
6;6306;1.0;4.0;421.0;21.0
6;6306;1.0;5.0;2.0;1.0
6;6306;1.0;6.0;171.0;2.0
6;6306;1.0;7.0;1934.0;198.0
6;6306;1.0;8.0;247.0;18.0
6;6306;1.0;9.0;0.0;0.0
6;6306;2.0;1.0;0.0;0.0
6;6306;2.0;2.0;42.0;0.0
6;6306;2.0;3.0;0.0;0.0
6;6306;2.0;4.0;107.0;0.0
6;6306;2.0;5.0;25.0;0.0
6;6306;2.0;6.0;0.0;0.0
6;6306;2.0;7.0;63.0;3.0
6;6306;2.0;8.0;16.0;0.0
6;6306;2.0;9.0;0.0;0.0
6;6306;3.0;1.0;447.0;108.0
6;6306;3.0;2.0;168.0;14.0
6;6306;3.0;3.0;2.0;0.0
6;6306;3.0;4.0;0.0;0.0
6;6306;3.0;5.0;40.0;9.0
6;6306;3.0;6.0;33.0;2.0
6;6306;3.0;7.0;0.0;0.0
6;6307;1.0;1.0;1461.0;135.0
6;6307;1.0;2.0;491.0;15.0
6;6307;1.0;3.0;49.0;5.0
6;6307;1.0;4.0;104.0;5.0
6;6307;1.0;5.0;0.0;0.0
6;6307;1.0;6.0;78.0;1.0
6;6307;1.0;7.0;846.0;99.0
6;6307;1.0;8.0;179.0;3.0
6;6307;1.0;9.0;0.0;0.0
6;6307;2.0;1.0;9.0;0.0
6;6307;2.0;2.0;12.0;0.0
6;6307;2.0;3.0;13.0;0.0
6;6307;2.0;4.0;42.0;0.0
6;6307;2.0;5.0;20.0;0.0
6;6307;2.0;6.0;0.0;0.0
6;6307;2.0;7.0;13.0;1.0
6;6307;2.0;8.0;13.0;0.0
6;6307;2.0;9.0;0.0;0.0
6;6307;3.0;1.0;145.0;27.0
6;6307;3.0;2.0;22.0;1.0
6;6307;3.0;3.0;0.0;0.0
6;6307;3.0;4.0;0.0;0.0
6;6307;3.0;5.0;19.0;12.0
6;6307;3.0;6.0;35.0;3.0
6;6307;3.0;7.0;0.0;0.0
6;6308;1.0;1.0;1043.0;146.0
6;6308;1.0;2.0;291.0;10.0
6;6308;1.0;3.0;49.0;6.0
6;6308;1.0;4.0;84.0;7.0
6;6308;1.0;5.0;0.0;0.0
6;6308;1.0;6.0;56.0;0.0
6;6308;1.0;7.0;660.0;74.0
6;6308;1.0;8.0;80.0;2.0
6;6308;1.0;9.0;0.0;0.0
