RBD	COD_REG_RBD	COD_PRO_RBD	COD_COM_RBD	MAT_HOM_TOT	MAT_MUJ_TOT	MAT_TOTAL
18110	8	84	8401	0	0	0
18111	8	81	8107	303	255	558
18112	8	81	8104	234	200	434
18113	8	83	8307	29	31	60
18114	8	81	8107	216	205	421
18115	8	84	8401	0	0	0
18116	8	81	8101	2	2	4
18118	8	81	8111	0	0	0
18119	8	81	8101	67	49	116
18121	8	81	8112	93	87	180
18122	8	81	8102	20	16	36
18123	8	83	8303	264	240	504
18124	8	84	8404	230	231	461
18125	8	81	8112	0	0	0
18126	8	81	8103	274	236	510
18127	8	81	8107	164	148	312
18128	8	83	8301	396	298	694
18130	8	81	8110	150	120	270
18131	8	81	8101	104	70	174
18132	8	81	8110	91	49	140
18133	8	84	8401	56	22	78
18138	8	81	8108	18	10	28
18139	8	82	8205	20	18	38
18140	8	84	8401	10	8	18
18141	8	84	8401	0	0	0
18142	8	83	8306	77	75	152
18143	8	83	8301	63	57	120
18144	8	82	8205	40	34	74
18145	8	81	8101	0	0	0
18146	8	81	8101	39	15	54
18147	8	81	8108	334	301	635
18149	8	81	8112	447	381	828
18150	8	81	8103	52	12	64
18152	8	82	8201	41	36	77
18153	8	81	8108	60	30	90
18154	8	81	8102	55	35	90
18155	8	82	8202	22	24	46
18156	8	84	8410	33	25	58
18157	8	83	8310	30	17	47
18158	8	81	8108	110	113	223
18159	8	84	8413	34	29	63
18160	8	81	8111	35	31	66
18161	8	81	8108	0	0	0
18162	8	83	8307	39	28	67
18163	8	81	8112	474	463	937
18164	8	81	8112	58	30	88
18166	8	81	8108	90	45	135
18167	8	81	8101	103	42	145
18168	8	81	8102	61	40	101
18169	8	83	8301	50	32	82
18170	8	83	8303	111	103	214
18172	8	81	8110	532	498	1030
18173	8	81	8101	50	28	78
18175	8	81	8101	24	21	45
18176	8	81	8107	41	39	80
18177	8	83	8301	0	0	0
18178	8	81	8107	54	52	106
18180	8	84	8401	7	3	10
18181	8	81	8103	367	383	750
18183	8	81	8101	61	43	104
18184	8	83	8305	136	116	252
18185	8	81	8103	8	16	24
18186	8	83	8301	5	5	10
18187	8	83	8303	0	0	0
18188	8	81	8108	35	24	59
18189	8	81	8109	51	37	88
18190	8	81	8107	35	19	54
18191	8	84	8405	57	28	85
18192	8	83	8312	26	28	54
18193	8	81	8101	40	29	69
18194	8	81	8101	36	31	67
18195	8	84	8405	110	93	203
18197	8	84	8414	41	59	100
18198	8	81	8102	0	0	0
18199	8	84	8413	263	274	537
18200	8	83	8301	38	18	56
18202	8	81	8108	42	29	71
18203	8	81	8107	96	83	179
18204	8	84	8401	33	23	56
18205	8	81	8108	82	59	141
18206	8	81	8101	42	37	79
18207	8	84	8411	49	46	95
18208	8	83	8304	73	59	132
18209	8	81	8110	52	30	82
18210	8	81	8110	48	40	88
18211	8	81	8108	38	22	60
18212	8	81	8101	12	14	26
18213	8	83	8305	65	52	117
18214	8	84	8401	43	39	82
18216	8	84	8402	168	142	310
18217	8	81	8104	0	0	0
18218	8	81	8108	279	261	540
18219	8	84	8404	0	0	0
18220	8	84	8421	304	305	609
18221	8	81	8102	0	0	0
18222	8	83	8301	65	55	120
18223	8	81	8101	126	108	234
18224	8	81	8108	43	45	88
18225	8	84	8416	37	42	79
18226	8	83	8301	150	120	270
18227	8	82	8203	80	69	149
18228	8	83	8301	0	0	0
18230	8	83	8313	24	26	50
18231	8	84	8418	49	35	84
18233	8	81	8102	30	21	51
18234	8	83	8302	43	42	85
18235	8	81	8110	37	31	68
18236	8	81	8101	100	28	128
18237	8	81	8108	503	533	1036
18238	8	81	8108	76	65	141
18239	8	81	8103	60	52	112
18240	8	81	8112	5	10	15
18241	8	81	8110	137	144	281
18242	8	83	8301	0	0	0
18243	8	84	8405	142	153	295
18244	8	81	8102	78	82	160
18245	8	84	8404	46	41	87
18247	8	81	8101	251	199	450
18248	8	81	8102	59	6	65
18249	8	83	8301	166	128	294
18250	8	81	8105	13	26	39
18251	8	84	8401	243	151	394
18252	8	84	8407	34	27	61
18253	8	83	8301	66	47	113
18254	8	81	8110	26	34	60
18255	8	81	8102	41	45	86
19630	8	81	8102	24	32	56
19902	9	92	9206	3	2	5
19903	9	91	9101	0	0	0
19904	9	91	9109	44	61	105
19906	9	91	9108	397	445	842
19907	9	91	9101	84	64	148
19908	9	91	9101	436	425	861
19909	9	91	9121	0	0	0
19910	9	91	9121	14	11	25
19911	9	91	9111	12	9	21
19912	9	91	9119	4	9	13
19913	9	92	9206	141	174	315
19914	9	91	9119	14	10	24
19918	9	92	9202	28	15	43
19919	9	91	9102	7	5	12
19921	9	91	9120	227	221	448
19922	9	91	9108	114	110	224
19923	9	91	9101	121	102	223
19925	9	91	9102	137	204	341
19926	9	91	9101	19	10	29
19927	9	91	9110	160	156	316
19928	9	91	9102	50	60	110
19930	9	91	9117	3	6	9
19931	9	91	9106	8	4	12
19933	9	91	9114	0	0	0
19934	9	91	9112	16	19	35
19935	9	91	9107	0	0	0
19937	9	91	9120	0	0	0
19939	9	91	9120	0	0	0
19942	9	91	9101	0	0	0
19943	9	91	9101	0	0	0
19944	9	91	9101	69	48	117
19945	9	92	9208	20	8	28
19947	9	91	9120	134	107	241
19948	9	91	9102	0	0	0
19949	9	91	9102	74	55	129
19950	9	92	9203	76	70	146
19951	9	91	9117	4	3	7
19952	9	92	9201	460	526	986
19953	9	91	9111	49	46	95
19954	9	91	9102	203	197	400
19955	9	91	9111	0	0	0
19956	9	92	9206	0	0	0
19957	9	91	9101	0	0	0
19958	9	92	9205	7	4	11
19959	9	91	9101	57	53	110
19960	9	91	9101	56	36	92
19961	9	91	9101	0	0	0
19962	9	91	9120	105	106	211
19964	9	91	9112	55	32	87
19965	9	92	9206	97	90	187
19966	9	91	9101	0	0	0
19967	9	91	9112	0	0	0
19968	9	91	9114	264	276	540
19969	9	91	9101	17	8	25
19970	9	91	9101	0	0	0
19971	9	92	9210	0	0	0
19972	9	92	9201	189	193	382
19973	9	91	9101	81	56	137
19974	9	91	9101	516	164	680
19975	9	92	9201	0	0	0
19976	9	92	9203	3	0	3
19978	9	91	9101	0	0	0
19979	9	91	9101	0	0	0
19981	9	91	9101	219	197	416
19982	9	91	9101	0	0	0
19983	9	91	9101	573	509	1082
19984	9	91	9112	39	27	66
19985	9	92	9211	0	0	0
19986	9	91	9111	0	0	0
19987	9	92	9207	0	0	0
19988	9	91	9112	0	0	0
19990	9	91	9101	8	11	19
19992	9	91	9101	0	0	0
19993	9	92	9201	290	226	516
19996	9	91	9115	8	6	14
19997	9	91	9101	0	0	0
19998	9	92	9210	3	2	5
19999	9	92	9205	21	21	42
20001	9	91	9112	143	121	264
20002	9	91	9101	62	40	102
20003	9	92	9202	0	0	0
20004	9	91	9117	0	0	0
20006	9	91	9104	0	0	0
20007	9	91	9103	0	0	0
20008	9	92	9211	305	286	591
20009	9	92	9210	0	0	0
20010	9	91	9111	11	9	20
20011	9	91	9101	0	0	0
20012	9	91	9101	130	104	234
20013	9	91	9101	4	7	11
20015	9	91	9117	3	6	9
20016	9	91	9101	368	367	735
20017	9	91	9101	0	0	0
20018	9	91	9106	0	0	0
20019	9	91	9101	180	197	377
20021	9	91	9115	0	0	0
20022	9	91	9120	0	0	0
20023	9	92	9210	0	0	0
20024	9	91	9117	27	35	62
20025	9	91	9101	428	580	1008
20026	9	91	9102	20	15	35
20027	9	91	9102	12	15	27
20029	9	91	9106	47	31	78
20030	9	91	9111	61	31	92
20032	9	91	9101	0	0	0
20033	9	91	9116	41	47	88
20034	9	91	9119	0	0	0
20035	9	91	9112	0	0	0
20036	9	91	9101	0	0	0
20037	9	91	9101	189	252	441
20038	9	91	9101	0	0	0
20039	9	91	9114	0	0	0
20040	9	91	9111	0	0	0
20041	9	91	9120	218	190	408
20042	9	92	9201	146	92	238
20043	9	91	9111	92	86	178
20044	9	91	9101	120	218	338
20046	9	91	9112	290	281	571
20047	9	91	9101	31	24	55
20048	9	91	9101	441	409	850
20049	9	91	9101	0	0	0
20050	9	91	9115	0	0	0
20051	9	91	9111	0	0	0
20052	9	92	9211	248	216	464
20053	9	91	9117	41	28	69
20054	9	91	9111	8	8	16
20055	9	91	9114	0	0	0
20056	9	91	9104	0	0	0
20057	9	91	9104	0	0	0
20058	9	92	9210	38	26	64
20060	9	91	9115	0	0	0
20061	9	91	9101	0	0	0
20063	9	91	9101	181	125	306
20064	9	91	9112	97	84	181
20065	9	91	9112	17	15	32
20066	9	91	9101	24	38	62
20067	9	91	9112	74	67	141
20068	9	92	9201	196	193	389
20069	9	91	9112	0	0	0
20070	9	91	9101	18	15	33
20071	9	91	9103	76	78	154
20072	9	91	9120	0	0	0
20073	9	91	9103	50	53	103
20074	9	91	9119	233	201	434
20075	9	91	9102	0	0	0
20077	9	91	9120	0	0	0
20078	9	91	9101	73	46	119
20079	9	91	9103	0	0	0
20080	9	91	9117	34	33	67
20081	9	91	9102	0	0	0
20082	9	92	9201	201	190	391
20083	9	92	9210	0	0	0
20084	9	91	9105	26	23	49
20085	9	91	9101	151	130	281
20086	9	91	9103	0	0	0
20087	9	92	9207	63	47	110
20088	9	91	9102	34	31	65
20089	9	91	9119	43	45	88
20090	9	91	9114	181	183	364
20091	9	91	9101	421	464	885
20092	9	91	9101	0	0	0
20094	9	91	9117	27	18	45
20095	9	91	9120	97	72	169
20096	9	91	9101	162	110	272
20097	9	91	9120	57	36	93
20098	9	92	9205	0	0	0
20099	9	91	9119	45	40	85
20100	9	91	9101	130	101	231
20101	9	91	9112	0	0	0
20102	9	91	9101	33	27	60
20103	9	92	9207	111	87	198
20104	9	91	9101	0	0	0
20105	9	91	9104	0	0	0
20106	9	92	9210	12	16	28
20107	9	92	9201	0	0	0
20108	9	92	9202	304	260	564
20110	9	92	9210	0	0	0
20111	9	91	9101	0	0	0
20113	9	91	9113	36	33	69
20114	9	91	9101	60	72	132
20115	9	91	9120	0	0	0
20116	9	91	9106	0	0	0
20117	9	91	9106	12	7	19
20118	9	91	9111	0	0	0
20119	9	91	9111	47	49	96
20120	9	91	9111	151	144	295
20121	9	91	9115	156	145	301
20122	9	91	9101	24	37	61
20123	9	92	9204	0	0	0
20124	9	91	9117	0	0	0
20125	9	91	9101	0	0	0
20127	9	91	9112	98	60	158
20129	9	91	9101	207	194	401
20130	9	91	9101	0	0	0
20131	9	91	9101	52	50	102
20132	9	91	9114	0	0	0
20133	9	91	9119	136	163	299
20134	9	91	9101	0	0	0
20135	9	91	9111	0	0	0
20136	9	92	9201	72	36	108
20137	9	91	9101	425	484	909
20138	9	91	9111	0	0	0
20139	9	91	9115	232	228	460
20140	9	91	9101	110	101	211
20141	9	92	9211	22	21	43
20142	9	92	9205	32	27	59
20144	9	91	9102	10	7	17
20145	9	91	9102	45	32	77
20146	9	91	9106	0	0	0
20147	9	91	9104	0	0	0
20148	9	91	9111	0	0	0
20149	9	91	9111	0	0	0
20150	9	92	9206	4	2	6
20151	9	91	9112	64	85	149
20152	9	92	9202	18	9	27
20153	9	91	9115	150	179	329
20154	9	91	9111	156	138	294
20155	9	91	9101	95	41	136
20156	9	91	9101	20	21	41
20158	9	91	9120	33	33	66
20159	9	91	9101	437	428	865
20161	9	91	9108	106	102	208
20162	9	92	9211	128	100	228
20164	9	91	9113	95	75	170
20165	9	91	9109	55	62	117
20166	9	91	9115	0	0	0
20167	9	91	9115	340	312	652
20168	9	91	9108	34	36	70
20169	9	92	9201	0	0	0
20170	9	91	9119	0	0	0
20171	9	91	9108	0	0	0
20172	9	91	9101	0	0	0
20173	9	91	9101	357	358	715
20175	9	91	9106	86	116	202
20176	9	91	9101	165	125	290
20177	9	91	9105	0	0	0
20178	9	91	9112	50	48	98
20179	9	91	9109	31	26	57
20180	9	91	9101	207	188	395
20181	9	91	9101	344	382	726
20182	9	91	9103	96	95	191
20183	9	91	9116	0	0	0
20184	9	91	9112	68	60	128
20185	9	91	9108	0	0	0
20186	9	91	9111	129	128	257
20187	9	91	9117	11	15	26
20189	9	91	9101	0	0	0
20190	9	91	9116	25	16	41
20192	9	91	9111	0	0	0
20193	9	91	9112	21	14	35
20194	9	92	9210	108	102	210
20195	9	91	9112	31	44	75
20196	9	91	9108	77	67	144
20197	9	91	9101	11	24	35
20198	9	91	9101	0	0	0
20199	9	91	9112	0	0	0
20200	9	91	9106	170	153	323
20201	9	92	9211	9	9	18
20202	9	92	9208	91	74	165
20203	9	91	9101	107	50	157
20204	9	91	9120	87	52	139
20205	9	91	9112	321	275	596
20206	9	91	9108	44	39	83
20208	9	91	9111	34	41	75
20209	9	91	9115	153	136	289
20211	9	92	9201	0	0	0
20212	9	91	9101	183	162	345
20213	9	91	9120	256	262	518
20214	9	91	9101	201	166	367
20215	9	92	9204	134	125	259
20216	9	91	9101	25	37	62
20217	9	91	9101	0	0	0
20218	9	91	9101	113	78	191
20219	9	91	9110	145	153	298
20220	9	92	9211	0	0	0
20221	9	91	9111	28	33	61
20222	9	91	9111	6	6	12
20223	9	91	9101	84	42	126
20225	9	91	9101	77	65	142
20226	9	91	9101	359	397	756
20227	9	91	9120	32	32	64
20228	9	92	9201	51	23	74
20229	9	92	9210	0	0	0
20230	9	91	9101	33	47	80
20231	9	91	9101	30	17	47
20232	9	91	9121	37	3	40
20233	9	91	9101	10	7	17
20234	9	91	9101	57	45	102
20235	9	91	9101	473	427	900
20236	9	91	9112	0	0	0
20237	9	91	9101	26	27	53
20239	9	92	9211	103	86	189
20240	9	92	9203	39	39	78
20242	9	92	9209	45	40	85
20243	9	91	9101	99	60	159
20244	9	91	9101	72	43	115
20245	9	91	9107	28	47	75
20246	9	91	9101	114	62	176
20247	9	91	9108	64	49	113
20248	9	91	9102	86	82	168
20249	9	92	9201	0	0	0
20250	9	91	9101	98	81	179
20251	9	91	9111	0	0	0
20252	9	91	9101	93	77	170
20253	9	92	9211	0	0	0
20254	9	92	9201	0	0	0
20256	9	91	9108	17	6	23
20257	9	91	9111	66	54	120
20258	9	91	9101	507	676	1183
20259	9	91	9102	28	21	49
20260	9	91	9120	38	42	80
20261	9	91	9101	89	75	164
20262	9	91	9101	0	0	0
20263	9	91	9120	107	128	235
20264	9	92	9206	46	35	81
20265	9	91	9101	272	219	491
20266	9	91	9101	175	236	411
20267	9	91	9101	48	46	94
20268	9	91	9109	76	46	122
20270	9	91	9101	136	98	234
20271	9	91	9119	39	41	80
20273	9	91	9112	46	25	71
20274	9	91	9101	254	235	489
20275	9	91	9120	0	0	0
20276	9	91	9108	53	38	91
20277	9	91	9111	17	14	31
20278	9	91	9120	13	9	22
20279	9	91	9112	11	14	25
20280	9	91	9104	0	0	0
20281	9	91	9119	71	66	137
20282	9	91	9112	131	107	238
20283	9	91	9107	58	27	85
20284	9	91	9118	36	29	65
20285	9	91	9121	35	33	68
20287	9	92	9201	44	24	68
20288	9	91	9101	46	43	89
20289	9	91	9121	31	27	58
20290	9	91	9114	365	342	707
20291	9	91	9101	66	44	110
20292	8	81	8101	58	35	93
20293	8	82	8202	41	57	98
20294	13	133	13302	37	21	58
20295	13	134	13402	55	44	99
20296	8	81	8112	60	32	92
20297	9	91	9112	16	11	27
20298	13	132	13201	348	0	348
20299	13	131	13122	245	195	440
20300	5	51	5101	93	83	176
20301	4	41	4101	21	15	36
20302	4	41	4101	50	28	78
20303	13	136	13601	30	30	60
20304	13	136	13602	26	20	46
20306	13	134	13404	47	32	79
20307	4	41	4101	19	19	38
20308	13	134	13401	178	154	332
20309	3	31	3101	0	0	0
20310	13	131	13101	143	145	288
20311	13	131	13115	216	0	216
20312	8	83	8312	0	0	0
20313	13	131	13112	65	31	96
20314	7	73	7301	45	32	77
20315	13	134	13401	39	26	65
20316	8	84	8401	88	68	156
20317	13	132	13201	80	51	131
20318	13	131	13119	17	18	35
20320	10	101	10101	0	0	0
20321	13	133	13302	58	45	103
20323	13	131	13125	52	32	84
20324	13	133	13303	157	154	311
20325	6	61	6101	66	53	119
20326	4	41	4102	57	72	129
20327	12	121	12101	31	19	50
20328	4	41	4102	24	26	50
20329	13	133	13303	25	19	44
20330	6	62	6201	41	51	92
20331	6	61	6117	41	33	74
20332	4	41	4102	70	50	120
20333	4	43	4301	17	17	34
20334	15	151	15101	51	27	78
20335	7	74	7405	89	91	180
20338	13	131	13110	18	12	30
20339	14	141	14108	48	34	82
20340	6	63	6301	43	31	74
20341	6	61	6110	93	88	181
20342	7	72	7202	12	13	25
20343	13	134	13401	22	26	48
20344	7	74	7403	33	26	59
20345	13	135	13501	36	19	55
20346	4	41	4101	41	30	71
20347	4	41	4101	96	96	192
20348	13	135	13503	271	298	569
20349	6	61	6108	26	26	52
20350	6	63	6301	61	60	121
20351	8	81	8108	39	25	64
20352	7	71	7102	133	177	310
20354	5	55	5504	59	48	107
20355	4	41	4102	18	12	30
20356	4	41	4101	135	96	231
20357	9	91	9119	30	30	60
20358	14	141	14101	25	10	35
20359	13	131	13119	59	64	123
20360	4	41	4101	55	33	88
20361	11	111	11101	51	51	102
20362	4	41	4102	11	11	22
20363	5	55	5501	67	54	121
20364	6	61	6101	477	433	910
20365	10	101	10101	21	18	39
20366	5	55	5501	34	18	52
20368	5	58	5801	102	81	183
20369	4	41	4101	37	35	72
20371	5	58	5801	20	18	38
20372	4	41	4102	70	73	143
20373	5	57	5701	29	15	44
20374	10	101	10101	18	6	24
20375	6	61	6115	44	28	72
20376	10	101	10101	458	407	865
20377	4	41	4101	29	22	51
20378	9	91	9116	1	5	6
20379	5	58	5801	30	25	55
20380	10	103	10307	5	0	5
20381	10	101	10109	34	28	62
20382	10	101	10109	0	0	0
20383	10	103	10301	72	60	132
20385	8	83	8301	30	22	52
20386	10	101	10108	19	19	38
20387	13	136	13605	22	24	46
20388	5	51	5101	24	3	27
20389	8	83	8301	31	28	59
20390	4	41	4101	80	71	151
20391	8	81	8104	46	36	82
20392	8	83	8301	48	20	68
20393	8	81	8111	153	172	325
20395	8	84	8401	127	140	267
20396	1	11	1101	0	0	0
20397	13	131	13104	40	20	60
20399	13	131	13104	125	102	227
20400	13	133	13301	218	204	422
20401	13	133	13302	106	88	194
20402	13	134	13402	152	151	303
20404	13	131	13111	258	305	563
20405	4	41	4102	23	22	45
20406	8	81	8101	138	109	247
20407	4	41	4101	40	29	69
20408	10	101	10109	40	28	68
20409	10	101	10101	11	10	21
20410	10	103	10303	72	47	119
20411	10	103	10301	30	30	60
20412	8	81	8101	51	25	76
20413	8	83	8301	42	42	84
20414	8	81	8112	86	57	143
20416	8	84	8409	51	30	81
20418	8	83	8305	12	14	26
20419	13	133	13302	8	3	11
20421	8	83	8312	24	25	49
20422	8	83	8303	15	16	31
20423	3	31	3101	38	25	63
20424	8	84	8401	185	178	363
20425	5	58	5801	37	22	59
20426	13	133	13302	100	65	165
20427	8	84	8415	107	104	211
20428	13	131	13115	387	1	388
20429	13	131	13112	80	58	138
20430	8	81	8102	12	17	29
20431	8	84	8406	61	58	119
20432	13	131	13110	54	31	85
20433	8	81	8101	21	22	43
20435	9	91	9104	46	48	94
20436	13	131	13128	270	242	512
20437	8	84	8401	59	53	112
20438	8	81	8110	64	47	111
20439	14	142	14201	19	21	40
20440	13	131	13127	178	140	318
20441	13	133	13301	313	300	613
20442	5	58	5804	42	11	53
20443	5	55	5502	84	54	138
20444	13	131	13110	211	243	454
20445	13	133	13302	122	135	257
20446	14	141	14106	14	5	19
20447	13	131	13119	51	32	83
20449	13	135	13501	78	64	142
20450	14	141	14108	45	41	86
20452	6	61	6101	34	19	53
20454	6	63	6306	21	26	47
20455	13	131	13124	56	40	96
20456	13	131	13128	55	35	90
20457	13	131	13104	25	24	49
20458	13	131	13125	29	15	44
20460	6	61	6110	199	206	405
20461	8	84	8402	127	136	263
20462	6	61	6111	49	35	84
20463	4	41	4101	49	35	84
20464	15	151	15101	0	0	0
20466	7	71	7101	541	273	814
20467	6	61	6101	31	23	54
20468	4	41	4101	0	0	0
20469	4	41	4106	167	190	357
20470	8	83	8301	101	71	172
20471	13	131	13132	0	0	0
20472	7	74	7401	84	61	145
20473	7	71	7101	11	9	20
20474	13	132	13202	88	105	193
20475	13	136	13602	10	6	16
20476	10	101	10101	0	0	0
20477	7	71	7101	30	28	58
20478	2	22	2201	416	238	654
20480	13	132	13201	21	10	31
20481	10	103	10307	0	0	0
20483	1	11	1101	24	9	33
20484	1	11	1101	14	16	30
20485	14	141	14101	15	17	32
20486	9	91	9106	19	27	46
20487	13	133	13301	17	8	25
20488	11	111	11101	100	73	173
20489	6	61	6103	69	62	131
20490	9	91	9101	8	9	17
20491	8	83	8301	34	26	60
20492	6	63	6303	24	15	39
20493	13	132	13201	27	18	45
20494	6	61	6101	35	45	80
20495	5	51	5109	41	37	78
20497	5	51	5101	14	12	26
20498	6	61	6101	42	50	92
20500	6	61	6116	47	40	87
20502	13	133	13302	141	116	257
20503	4	41	4101	29	2	31
20504	7	73	7308	13	4	17
20505	4	41	4102	46	31	77
20506	10	102	10202	0	0	0
20507	13	131	13103	196	160	356
20508	5	56	5603	162	161	323
20509	13	131	13116	72	70	142
20510	13	131	13127	70	54	124
20511	13	131	13126	41	38	79
20512	8	84	8404	14	9	23
20513	4	41	4102	188	200	388
20514	5	57	5704	15	12	27
20516	8	81	8111	15	15	30
20517	5	51	5109	27	7	34
20518	5	51	5109	42	32	74
20519	13	131	13108	207	174	381
20520	2	21	2101	85	73	158
20526	1	11	1101	0	0	0
20533	15	151	15101	11	7	18
20549	8	81	8109	12	19	31
20562	13	134	13401	50	36	86
20564	4	43	4301	0	0	0
20566	5	58	5802	0	0	0
20567	14	141	14101	3	0	3
20582	9	92	9211	24	17	41
20585	13	131	13119	20	7	27
20586	13	135	13501	0	0	0
20592	13	134	13401	28	22	50
20593	13	134	13401	22	13	35
20600	7	74	7404	0	0	0
20601	10	101	10109	0	1	1
20604	7	71	7109	47	52	99
20629	13	131	13103	22	20	42
20631	13	131	13131	0	0	0
20632	1	11	1101	0	0	0
20634	8	81	8102	48	36	84
20638	4	41	4102	0	0	0
20665	2	21	2101	0	0	0
21123	14	141	14105	0	0	0
22000	14	141	14101	0	0	0
22001	10	103	10301	0	0	0
22002	10	103	10307	0	0	0
22004	10	103	10301	41	15	56
22007	10	103	10301	345	428	773
22008	14	142	14204	0	0	0
22009	10	101	10101	200	214	414
22010	10	102	10202	233	223	456
22011	10	102	10202	0	0	0
22012	10	101	10106	108	100	208
22013	10	102	10201	29	32	61
22014	14	141	14101	273	182	455
22015	10	102	10208	0	0	0
22016	14	142	14203	1	2	3
22017	14	142	14204	0	0	0
22019	10	101	10101	209	207	416
22020	10	102	10201	17	20	37
22021	10	103	10304	116	115	231
22022	10	101	10105	188	273	461
22024	14	141	14107	137	73	210
22025	14	141	14108	13	24	37
22026	10	101	10101	0	0	0
22027	10	104	10403	106	120	226
22028	10	101	10101	0	0	0
22029	10	103	10301	166	153	319
22030	10	101	10106	0	0	0
22031	10	101	10106	0	0	0
22032	10	101	10102	0	0	0
22034	10	101	10108	0	0	0
22036	14	141	14101	0	0	0
22038	10	102	10201	0	0	0
22039	10	102	10203	0	0	0
22041	10	102	10202	107	120	227
22042	10	102	10202	0	0	0
22043	10	103	10301	0	0	0
22044	14	141	14108	0	0	0
22045	14	141	14106	0	0	0
22046	10	102	10201	0	0	0
22048	10	101	10108	3	5	8
22049	10	101	10108	9	5	14
22050	10	103	10302	89	102	191
22051	14	141	14101	37	20	57
22053	14	141	14106	0	0	0
22055	14	141	14105	0	0	0
22056	14	142	14203	0	0	0
22057	14	141	14102	0	0	0
22058	10	103	10301	0	0	0
22059	10	103	10301	0	0	0
22060	10	103	10305	0	0	0
22061	10	101	10101	0	0	0
22062	14	142	14201	104	58	162
22063	14	141	14101	0	0	0
22064	10	103	10301	0	0	0
22065	10	102	10201	585	590	1175
22066	10	101	10108	35	30	65
22067	10	103	10306	0	0	0
22070	10	103	10304	13	19	32
22072	10	102	10207	2	2	4
22073	10	101	10101	0	0	0
22075	10	101	10101	0	0	0
22076	10	103	10301	0	0	0
22077	14	142	14201	2	2	4
22078	10	102	10201	71	40	111
22079	10	103	10305	0	0	0
22080	10	103	10301	0	0	0
22081	14	141	14108	0	0	0
22083	10	104	10401	211	215	426
22084	10	103	10306	38	34	72
22086	10	101	10101	157	129	286
22087	10	101	10101	0	0	0
22088	10	102	10202	0	0	0
22089	10	102	10202	62	25	87
22091	14	141	14101	61	36	97
22092	10	104	10403	7	6	13
22093	10	101	10103	1	0	1
22094	10	102	10201	192	179	371
22095	14	141	14102	10	0	10
22096	10	101	10105	24	20	44
22097	14	141	14104	89	58	147
22098	10	102	10208	6	2	8
22100	10	104	10403	3	10	13
22101	10	101	10109	49	31	80
22102	10	103	10301	0	0	0
22103	10	103	10301	14	7	21
22105	10	101	10104	274	228	502
22107	14	141	14101	0	0	0
22108	10	103	10301	0	0	0
22109	10	104	10403	0	0	0
22110	10	104	10401	0	0	0
22111	14	141	14104	33	28	61
22112	10	102	10208	15	22	37
22113	10	103	10307	93	219	312
22114	10	103	10301	113	86	199
22115	10	101	10108	0	0	0
22116	10	101	10101	0	0	0
22117	10	102	10203	0	0	0
22119	10	102	10202	34	21	55
22120	10	101	10101	0	0	0
22122	10	101	10101	0	0	0
22123	14	141	14105	0	0	0
22125	14	142	14203	3	4	7
22127	10	101	10101	0	0	0
22128	14	141	14101	0	0	0
22129	14	141	14101	0	0	0
22130	10	102	10208	131	119	250
22133	10	103	10301	86	49	135
22134	14	141	14101	8	13	21
22136	10	103	10301	0	0	0
22137	10	103	10301	46	20	66
22138	10	104	10404	7	2	9
22139	10	101	10101	17	10	27
22140	14	142	14201	915	24	939
22141	10	102	10208	0	0	0
22142	10	102	10208	2	3	5
22143	10	102	10202	0	0	0
22144	10	101	10109	347	350	697
22145	14	141	14104	4	3	7
22146	10	103	10301	75	67	142
22147	10	102	10201	12	20	32
22148	14	142	14204	11	5	16
22151	10	102	10202	78	84	162
22153	14	142	14203	6	6	12
22154	10	101	10108	0	0	0
22155	10	102	10201	233	212	445
22156	10	102	10203	8	14	22
22157	10	103	10301	0	0	0
22158	14	142	14201	76	67	143
22159	14	142	14204	10	9	19
22160	14	141	14101	199	188	387
22161	14	141	14101	0	0	0
22162	14	141	14106	10	9	19
22163	10	103	10301	0	0	0
22164	14	141	14106	0	0	0
22165	14	141	14103	55	51	106
22167	10	101	10108	0	0	0
22168	14	142	14203	0	0	0
22169	10	103	10301	0	0	0
22170	10	104	10402	0	0	0
22171	10	101	10102	0	0	0
22172	14	141	14101	3	4	7
22173	10	102	10201	32	21	53
22174	10	103	10303	3	6	9
22175	10	101	10101	219	178	397
22176	10	102	10201	158	129	287
22177	14	141	14101	228	194	422
22178	14	142	14202	0	0	0
22179	10	103	10301	0	0	0
22180	14	141	14102	1	0	1
22181	14	141	14106	15	15	30
22182	14	142	14201	0	0	0
22184	10	101	10108	15	15	30
22185	10	101	10101	0	0	0
22186	14	141	14104	39	40	79
22187	10	103	10301	157	155	312
22188	14	141	14101	63	57	120
22189	10	102	10202	78	71	149
22190	14	141	14104	8	4	12
22191	10	103	10301	633	700	1333
22192	10	101	10101	547	569	1116
22193	10	102	10201	0	0	0
22194	14	141	14107	2	3	5
22195	10	101	10101	149	119	268
22196	10	102	10208	155	140	295
22198	14	141	14101	0	0	0
22199	10	101	10101	0	0	0
22200	10	101	10101	331	290	621
22201	10	103	10301	38	20	58
22203	10	102	10202	33	29	62
22204	14	141	14101	47	42	89
22205	10	103	10303	0	0	0
22206	10	101	10101	0	0	0
22207	14	142	14201	13	10	23
22208	10	102	10202	0	0	0
22209	10	101	10108	2	2	4
22210	10	102	10202	159	195	354
22211	10	102	10201	217	220	437
22212	10	101	10101	0	0	0
22213	10	101	10101	0	0	0
22214	10	102	10208	8	3	11
22215	10	103	10301	0	0	0
