RBD	COD_REG_RBD	COD_PRO_RBD	COD_COM_RBD	MAT_HOM_TOT	MAT_MUJ_TOT	MAT_TOTAL
1	15	151	15101	451	351	802
2	15	151	15101	108	92	200
3	15	151	15101	373	131	504
4	15	151	15101	506	581	1087
5	15	151	15101	526	449	975
7	15	151	15101	637	429	1066
8	15	151	15101	364	285	649
9	15	151	15101	793	736	1529
10	15	151	15101	1	157	158
11	15	151	15101	228	169	397
12	15	151	15101	173	148	321
13	15	151	15101	158	108	266
14	15	151	15101	128	89	217
15	15	151	15101	184	198	382
16	15	151	15101	184	91	275
17	15	151	15101	162	173	335
18	15	151	15101	186	144	330
19	15	151	15101	185	151	336
20	15	151	15101	256	196	452
21	15	151	15101	0	0	0
22	15	151	15101	540	460	1000
25	15	151	15101	353	271	624
26	15	151	15101	85	75	160
27	15	151	15101	146	98	244
28	15	151	15101	391	398	790
29	15	151	15101	294	234	528
30	15	151	15101	111	69	180
31	15	151	15101	212	213	425
32	15	151	15101	411	362	773
33	15	151	15101	104	92	196
35	15	151	15101	53	58	111
36	15	151	15101	141	154	295
38	15	151	15101	273	267	540
39	15	151	15101	48	33	81
41	15	151	15101	12	16	28
42	15	151	15101	8	9	17
43	15	151	15101	18	19	37
44	15	151	15101	0	0	0
45	15	151	15101	0	921	921
46	15	151	15101	10	11	21
47	15	151	15101	0	0	0
49	15	151	15101	20	28	48
50	15	151	15101	281	296	577
51	15	151	15101	0	0	0
52	15	151	15101	1967	1985	3952
55	15	151	15101	73	77	150
56	15	151	15101	454	470	924
57	15	151	15101	0	0	0
58	15	151	15101	22	34	56
59	15	151	15101	284	268	552
60	15	151	15101	439	466	905
65	15	151	15101	0	0	0
66	15	151	15101	12	14	26
67	15	151	15101	301	289	590
69	15	151	15101	342	392	734
70	15	151	15102	4	4	8
72	15	151	15102	22	17	39
73	15	151	15102	2	0	2
74	15	151	15102	4	2	6
75	15	151	15102	5	3	8
76	15	151	15102	4	6	10
78	15	152	15201	122	91	213
79	15	152	15201	13	9	22
81	15	152	15201	3	0	3
82	15	152	15201	2	0	2
83	15	152	15201	3	3	6
84	15	152	15201	2	2	4
86	15	152	15201	3	1	4
87	15	152	15202	1	0	1
88	15	152	15202	1	0	1
89	15	152	15202	1	0	1
90	15	152	15202	14	12	26
91	15	152	15202	4	1	5
92	15	152	15202	0	1	1
93	15	152	15202	3	2	5
94	15	152	15202	0	1	1
95	15	152	15202	0	1	1
97	1	11	1101	146	212	358
98	1	11	1101	0	0	0
100	1	11	1101	0	0	0
101	1	11	1101	0	0	0
102	1	11	1101	70	41	111
103	1	11	1101	198	292	490
105	1	11	1101	50	28	78
106	1	11	1101	242	92	334
107	1	11	1101	246	266	512
108	1	11	1101	267	231	498
109	1	11	1101	60	114	174
110	1	11	1101	462	456	918
111	1	11	1101	310	257	567
112	1	11	1101	369	269	638
113	1	11	1101	548	377	925
114	1	11	1101	288	247	535
115	1	11	1101	0	0	0
116	1	11	1101	323	305	628
117	1	11	1101	285	260	545
119	1	11	1101	288	211	499
120	1	11	1101	0	0	0
122	1	11	1101	187	163	350
123	1	11	1101	287	280	567
124	1	11	1101	627	506	1133
125	1	11	1101	563	495	1058
126	1	11	1101	335	304	639
127	1	11	1101	1	888	889
128	1	11	1101	0	0	0
129	1	11	1101	52	50	102
130	1	11	1101	204	161	365
131	1	11	1101	138	130	268
132	1	11	1101	882	913	1795
133	1	11	1101	386	403	789
134	1	11	1101	175	149	324
136	1	11	1101	4	9	13
138	1	11	1101	0	0	0
139	1	11	1101	27	37	64
143	1	11	1101	0	0	0
144	1	11	1101	202	156	358
145	1	11	1101	0	0	0
147	1	11	1101	0	0	0
148	1	11	1101	0	0	0
150	1	11	1101	0	0	0
151	1	11	1101	0	0	0
154	1	14	1404	13	10	23
156	1	14	1404	37	30	67
158	1	14	1404	0	1	1
159	1	14	1404	1	2	3
160	1	14	1404	15	12	27
161	1	14	1404	156	120	276
162	1	14	1404	21	21	42
165	1	14	1404	2	3	5
167	1	14	1402	41	47	88
168	1	14	1402	2	2	4
169	1	14	1402	7	7	14
170	1	14	1402	2	2	4
171	1	14	1402	3	3	6
172	1	14	1402	5	3	8
173	1	14	1402	9	13	22
174	1	14	1402	6	8	14
175	1	14	1402	0	1	1
177	1	14	1403	7	2	9
178	1	14	1403	63	66	129
179	1	14	1403	1	1	2
184	1	14	1403	0	0	0
185	1	14	1403	1	2	3
186	1	14	1403	0	1	1
187	1	14	1405	159	128	287
188	1	14	1405	78	70	148
191	1	14	1401	340	395	735
192	1	14	1401	15	26	41
193	1	14	1401	310	321	631
195	1	14	1401	113	110	223
196	1	14	1401	3	7	10
198	1	14	1401	49	39	88
199	2	23	2301	344	333	677
200	2	23	2301	333	294	627
201	2	23	2301	309	273	582
203	2	23	2301	320	286	606
204	2	23	2301	234	227	461
205	2	23	2301	290	254	544
206	2	23	2301	243	217	460
207	2	23	2301	49	22	71
208	2	23	2301	601	618	1219
209	2	23	2301	0	0	0
210	2	23	2302	349	315	664
211	2	23	2302	143	141	284
214	2	23	2302	6	8	14
217	2	22	2201	477	665	1142
218	2	22	2201	205	216	421
219	2	22	2201	673	263	936
220	2	22	2201	668	497	1165
222	2	22	2201	358	375	733
223	2	22	2201	376	265	641
224	2	22	2201	494	445	939
225	2	22	2201	547	526	1073
226	2	22	2201	480	456	936
227	2	22	2201	820	654	1474
228	2	22	2201	265	273	538
229	2	22	2201	320	239	559
230	2	22	2201	307	277	584
231	2	22	2201	350	329	679
232	2	22	2201	342	263	605
234	2	22	2201	0	0	0
235	2	22	2201	0	0	0
236	2	22	2201	103	91	194
237	2	22	2201	144	149	293
238	2	22	2201	147	78	225
239	2	22	2201	327	308	635
240	2	22	2201	338	269	607
241	2	22	2201	109	88	197
243	2	22	2201	8	11	19
244	2	22	2201	142	135	277
245	2	22	2201	56	66	122
246	2	22	2201	7	6	13
248	2	22	2201	2	2	4
249	2	22	2201	0	0	0
251	2	22	2201	0	0	0
252	2	22	2201	54	29	83
253	2	22	2201	444	447	891
254	2	22	2201	1	1001	1002
255	2	22	2201	510	522	1032
256	2	22	2201	877	747	1624
257	2	22	2201	576	501	1077
259	2	22	2201	56	61	117
261	2	22	2201	33	30	63
262	2	22	2201	114	94	208
265	2	22	2201	77	72	149
268	2	22	2202	18	13	31
269	2	22	2203	440	405	845
270	2	22	2203	113	119	232
271	2	22	2203	3	5	8
273	2	22	2203	15	12	27
274	2	22	2203	12	7	19
275	2	22	2203	1	1	2
276	2	22	2203	1	1	2
277	2	22	2203	10	22	32
279	2	21	2101	1561	561	2122
280	2	21	2101	699	852	1551
282	2	21	2101	11	6	17
283	2	21	2101	242	1183	1425
284	2	21	2101	527	421	948
285	2	21	2101	507	586	1093
286	2	21	2101	410	415	825
287	2	21	2101	407	672	1079
288	2	21	2101	622	613	1235
289	2	21	2101	342	273	615
291	2	21	2101	623	626	1249
292	2	21	2101	357	342	699
293	2	21	2101	700	600	1300
294	2	21	2101	417	394	811
296	2	21	2101	337	344	681
297	2	21	2101	322	274	596
298	2	21	2101	345	336	681
299	2	21	2101	0	0	0
301	2	21	2101	313	267	580
302	2	21	2101	258	230	488
303	2	21	2101	231	220	451
304	2	21	2101	774	794	1568
305	2	21	2101	652	547	1199
306	2	21	2101	185	156	341
307	2	21	2101	122	148	270
308	2	21	2101	0	0	0
310	2	21	2101	306	270	576
311	2	21	2101	158	80	238
312	2	21	2101	367	301	668
313	2	21	2101	579	584	1163
315	2	21	2101	190	175	365
316	2	21	2101	218	193	411
317	2	21	2101	536	395	931
318	2	21	2101	139	123	262
319	2	21	2101	533	455	988
320	2	21	2101	423	410	833
321	2	21	2101	0	0	0
322	2	21	2101	271	244	515
324	2	21	2101	250	212	462
326	2	21	2101	239	229	468
327	2	21	2101	0	0	0
329	2	21	2101	292	248	540
330	2	21	2101	106	97	203
332	2	21	2101	263	267	530
333	2	21	2101	112	144	256
335	2	21	2101	293	249	542
336	2	21	2101	586	713	1299
337	2	21	2101	469	498	967
340	2	21	2101	73	64	137
341	2	21	2101	449	470	919
342	2	21	2101	623	671	1294
343	2	21	2101	320	362	682
344	2	21	2101	410	470	880
349	2	21	2101	33	26	59
350	2	21	2101	319	394	713
352	2	21	2101	33	23	56
353	2	21	2101	0	0	0
354	2	21	2101	17	6	23
355	2	21	2101	242	154	396
356	2	21	2101	527	576	1103
357	2	21	2101	713	184	897
358	2	21	2101	0	504	504
361	2	21	2101	428	436	864
363	2	21	2101	0	0	0
364	2	21	2101	355	397	752
365	2	21	2101	407	424	831
366	2	21	2101	539	535	1074
367	2	21	2102	537	455	992
368	2	21	2102	397	422	819
369	2	21	2102	8	9	17
370	2	21	2103	86	74	160
371	2	21	2103	53	39	92
372	2	21	2104	314	264	578
373	2	21	2104	225	286	511
374	2	21	2104	256	178	434
375	2	21	2104	287	290	577
377	2	21	2104	16	21	37
378	2	21	2104	0	0	0
379	3	32	3201	361	325	686
380	3	32	3201	176	127	303
381	3	32	3201	82	66	148
382	3	32	3201	171	157	328
383	3	32	3201	48	29	77
384	3	32	3202	262	244	506
385	3	32	3202	0	0	0
386	3	32	3202	394	342	736
387	3	32	3202	17	18	35
388	3	32	3202	0	0	0
389	3	32	3202	0	0	0
390	3	32	3202	343	336	679
391	3	32	3202	0	0	0
392	3	32	3202	308	345	653
396	3	31	3101	284	472	756
397	3	31	3101	108	13	121
399	3	31	3101	511	503	1014
400	3	31	3101	342	504	846
401	3	31	3101	459	430	889
402	3	31	3101	0	0	0
403	3	31	3101	436	354	790
404	3	31	3101	105	68	173
405	3	31	3101	321	291	612
406	3	31	3101	376	289	665
407	3	31	3101	266	211	477
408	3	31	3101	615	519	1134
410	3	31	3101	340	269	609
411	3	31	3101	367	261	628
413	3	31	3101	146	131	277
415	3	31	3101	491	544	1035
416	3	31	3101	431	297	728
417	3	31	3101	422	356	778
418	3	31	3101	655	542	1197
419	3	31	3101	549	474	1023
420	3	31	3101	177	163	340
421	3	31	3101	631	466	1097
423	3	31	3101	146	127	273
427	3	31	3101	219	197	416
429	3	31	3101	1041	1046	2087
430	3	31	3101	2	1066	1068
431	3	31	3101	0	955	955
433	3	31	3101	501	473	974
434	3	31	3101	403	416	819
435	3	31	3101	0	0	0
437	3	31	3101	656	524	1180
438	3	31	3102	187	172	359
439	3	31	3101	2	2	4
440	3	31	3102	541	597	1138
441	3	31	3103	166	164	330
442	3	31	3103	252	233	485
444	3	31	3103	210	195	405
445	3	31	3103	35	24	59
446	3	31	3103	14	13	27
447	3	31	3103	4	6	10
448	3	33	3301	340	375	715
449	3	33	3301	531	154	685
450	3	33	3301	117	109	226
452	3	33	3301	195	192	387
453	3	33	3301	421	341	762
454	3	33	3301	443	409	852
455	3	33	3301	168	156	324
456	3	33	3301	53	34	87
458	3	33	3301	173	138	311
459	3	33	3301	366	318	684
461	3	33	3301	152	135	287
462	3	33	3301	172	157	329
463	3	33	3301	81	74	155
464	3	33	3301	356	304	660
466	3	33	3301	0	0	0
467	3	33	3301	6	6	12
468	3	33	3301	9	7	16
469	3	33	3301	23	17	40
471	3	33	3301	15	13	28
472	3	33	3301	0	0	0
475	3	33	3301	0	0	0
476	3	33	3301	30	33	63
477	3	33	3302	0	0	0
478	3	33	3301	469	730	1199
479	3	33	3301	460	497	957
480	3	33	3301	0	0	0
481	3	33	3303	219	233	452
482	3	33	3303	8	7	15
483	3	33	3303	21	10	31
484	3	33	3303	30	25	55
485	3	33	3301	6	8	14
486	3	33	3304	264	187	451
487	3	33	3304	219	215	434
489	3	33	3304	201	176	377
490	3	33	3304	7	6	13
492	3	33	3304	161	141	302
493	3	33	3302	105	103	208
495	3	33	3302	7	5	12
496	3	33	3302	5	8	13
497	3	33	3302	4	3	7
498	3	33	3302	2	1	3
499	3	33	3302	116	105	221
500	3	33	3302	6	8	14
501	3	33	3302	0	0	0
502	3	33	3302	5	4	9
503	3	33	3302	2	1	3
504	3	33	3302	7	4	11
505	3	33	3302	0	0	0
506	3	33	3302	2	2	4
508	3	33	3302	5	5	10
509	3	33	3302	1	0	1
511	3	33	3302	0	0	0
512	3	33	3302	0	0	0
513	3	33	3302	0	0	0
514	3	33	3302	2	4	6
515	4	41	4101	0	0	0
516	4	41	4101	198	274	472
517	4	41	4101	331	361	692
518	4	41	4101	1	470	471
519	4	41	4101	483	484	967
520	4	41	4101	0	0	0
521	4	41	4101	169	139	308
522	4	41	4101	3	431	434
523	4	41	4101	165	112	277
525	4	41	4101	347	148	495
526	4	41	4101	295	284	579
527	4	41	4101	301	138	439
528	4	41	4101	14	333	347
529	4	41	4101	78	56	134
530	4	41	4101	467	361	828
531	4	41	4101	230	193	423
532	4	41	4101	513	439	952
533	4	41	4101	35	7	42
534	4	41	4101	219	172	391
535	4	41	4101	250	206	456
536	4	41	4101	81	56	137
537	4	41	4101	22	23	45
539	4	41	4101	57	61	118
540	4	41	4101	45	40	85
542	4	41	4101	75	72	147
543	4	41	4101	67	77	144
544	4	41	4101	35	3	38
546	4	41	4101	53	54	107
548	4	41	4101	54	45	99
549	4	41	4101	4	2	6
550	4	41	4101	4	0	4
551	4	41	4101	64	62	126
552	4	41	4101	3	0	3
553	4	41	4101	0	0	0
554	4	41	4101	3	1	4
556	4	41	4101	93	77	170
557	4	41	4101	106	124	230
558	4	41	4101	12	4	16
559	4	41	4101	0	0	0
560	4	41	4101	82	72	154
561	4	41	4101	12	8	20
562	4	41	4101	107	81	188
563	4	41	4101	2	2	4
564	4	41	4101	5	4	9
565	4	41	4101	433	385	818
566	4	41	4101	163	150	313
567	4	41	4101	532	642	1174
568	4	41	4101	258	269	527
570	4	41	4101	236	345	581
571	4	41	4101	20	23	43
573	4	41	4101	274	377	651
574	4	41	4101	1111	0	1111
575	4	41	4101	0	826	826
577	4	41	4101	0	0	0
578	4	41	4101	164	104	268
579	4	41	4101	652	533	1185
580	4	41	4101	741	819	1560
581	4	41	4101	354	366	720
582	4	41	4101	411	417	828
583	4	41	4101	378	633	1011
584	4	41	4101	0	0	0
585	4	41	4101	411	390	801
587	4	41	4101	125	139	264
589	4	41	4101	155	126	281
590	4	41	4101	491	595	1086
591	4	41	4101	402	360	762
592	4	41	4101	0	0	0
594	4	41	4101	56	29	85
597	4	41	4104	166	156	322
598	4	41	4104	18	10	28
599	4	41	4104	42	39	81
600	4	41	4104	0	0	0
601	4	41	4104	0	0	0
602	4	41	4104	64	70	134
604	4	41	4104	14	14	28
606	4	41	4104	15	5	20
607	4	41	4104	0	0	0
608	4	41	4104	14	7	21
609	4	41	4102	274	444	718
610	4	41	4102	747	79	826
611	4	41	4102	171	192	363
612	4	41	4102	146	117	263
613	4	41	4102	388	462	850
614	4	41	4102	161	141	302
615	4	41	4102	109	86	195
616	4	41	4102	363	328	691
617	4	41	4102	142	120	262
618	4	41	4102	332	267	599
620	4	41	4102	185	197	382
621	4	41	4102	106	82	188
623	4	41	4102	38	17	55
624	4	41	4102	40	17	57
625	4	41	4102	128	76	204
626	4	41	4102	299	278	577
628	4	41	4102	108	90	198
629	4	41	4102	401	363	764
630	4	41	4102	186	154	340
631	4	41	4102	195	208	403
632	4	41	4102	198	187	385
634	4	41	4102	26	29	55
635	4	41	4102	6	6	12
637	4	41	4102	145	118	263
638	4	41	4102	1	3	4
639	4	41	4102	24	16	40
640	4	41	4102	3	0	3
641	4	41	4102	34	24	58
642	4	41	4102	84	60	144
643	4	41	4102	57	64	121
644	4	41	4102	15	8	23
645	4	41	4102	5	0	5
646	4	41	4102	789	858	1647
647	4	41	4102	210	145	355
648	4	41	4102	416	671	1087
649	4	41	4102	518	645	1163
650	4	41	4102	168	190	358
654	4	41	4102	0	0	0
655	4	41	4102	173	184	357
656	4	41	4103	181	102	283
657	4	41	4103	128	116	244
658	4	41	4103	114	123	237
659	4	41	4103	3	0	3
660	4	41	4103	0	0	0
661	4	41	4103	11	9	20
662	4	41	4103	3	5	8
663	4	41	4103	0	0	0
664	4	41	4103	448	485	933
665	4	41	4106	269	215	484
666	4	41	4106	178	144	322
668	4	41	4106	171	154	325
669	4	41	4106	77	86	163
671	4	41	4106	74	63	137
672	4	41	4106	84	80	164
673	4	41	4106	98	64	162
674	4	41	4106	1	3	4
675	4	41	4106	0	0	0
676	4	41	4106	4	3	7
678	4	41	4106	27	20	47
680	4	41	4106	35	29	64
681	4	41	4106	13	4	17
682	4	41	4106	74	56	130
683	4	41	4106	9	8	17
685	4	41	4106	0	0	0
686	4	41	4105	21	26	47
687	4	41	4106	2	2	4
688	4	41	4106	8	13	21
689	4	41	4106	1	5	6
690	4	41	4106	435	532	967
691	4	41	4105	87	108	195
692	4	41	4105	48	74	122
693	4	41	4105	7	10	17
694	4	41	4105	70	51	121
695	4	41	4105	6	2	8
696	4	41	4105	9	7	16
697	4	41	4105	8	6	14
699	4	41	4105	8	6	14
701	4	43	4301	184	176	360
704	4	43	4301	352	626	978
705	4	43	4301	1028	225	1253
706	4	43	4301	426	222	648
707	4	43	4301	2	628	630
708	4	43	4301	201	145	346
709	4	43	4301	167	131	298
710	4	43	4301	145	98	243
711	4	43	4301	228	143	371
712	4	43	4301	344	244	588
713	4	43	4301	172	155	327
714	4	43	4301	309	217	526
715	4	43	4301	106	105	211
716	4	43	4301	202	185	387
718	4	43	4301	63	73	136
719	4	43	4301	86	34	120
721	4	43	4301	310	247	557
722	4	43	4301	114	116	230
723	4	43	4301	6	7	13
724	4	43	4301	3	3	6
725	4	43	4301	86	72	158
726	4	43	4301	2	1	3
727	4	43	4301	0	0	0
728	4	43	4301	8	3	11
729	4	43	4301	45	47	92
730	4	43	4301	74	79	153
731	4	43	4301	26	23	49
732	4	43	4301	0	0	0
733	4	43	4301	36	23	59
735	4	43	4301	2	2	4
736	4	43	4301	0	2	2
737	4	43	4301	83	78	161
738	4	43	4301	0	0	0
739	4	43	4301	0	0	0
740	4	43	4301	45	59	104
741	4	43	4301	0	0	0
743	4	43	4301	30	23	53
744	4	43	4301	10	8	18
745	4	43	4301	2	3	5
746	4	43	4301	4	1	5
747	4	43	4301	57	52	109
749	4	43	4301	3	1	4
750	4	43	4301	50	45	95
752	4	43	4301	5	2	7
753	4	43	4301	77	79	156
754	4	43	4301	5	5	10
755	4	43	4301	0	2	2
756	4	43	4301	7	4	11
757	4	43	4301	45	41	86
758	4	43	4301	1	2	3
759	4	43	4301	10	11	21
760	4	43	4301	4	6	10
761	4	43	4301	0	0	0
762	4	43	4301	12	7	19
763	4	43	4301	599	556	1155
766	4	43	4301	795	914	1709
767	4	43	4301	253	218	471
768	4	43	4301	0	982	982
769	4	43	4301	693	520	1213
770	4	43	4301	242	301	543
771	4	43	4301	0	1	1
772	4	43	4301	283	105	388
773	4	43	4305	44	32	76
774	4	43	4305	121	154	275
775	4	43	4305	10	9	19
776	4	43	4305	2	1	3
777	4	43	4305	5	3	8
778	4	43	4305	17	8	25
780	4	43	4305	5	12	17
783	4	41	4103	2	4	6
784	4	43	4305	1	3	4
785	4	43	4305	1	0	1
786	4	43	4305	1	1	2
787	4	43	4305	3	2	5
788	4	43	4305	2	2	4
789	4	43	4305	7	3	10
790	4	43	4305	5	4	9
791	4	43	4305	0	0	0
792	4	43	4305	2	3	5
793	4	43	4305	18	35	53
795	4	41	4103	4	4	8
797	4	43	4305	3	5	8
798	4	43	4303	390	397	787
799	4	43	4303	356	330	686
800	4	43	4303	81	79	160
802	4	43	4303	324	276	600
803	4	43	4303	118	84	202
804	4	43	4303	88	89	177
805	4	43	4303	15	11	26
806	4	43	4303	5	15	20
807	4	43	4303	2	5	7
808	4	43	4303	0	0	0
809	4	43	4303	5	2	7
810	4	43	4303	6	1	7
811	4	43	4303	0	0	0
812	4	43	4303	3	3	6
813	4	43	4303	2	5	7
814	4	43	4303	9	9	18
816	4	43	4303	2	4	6
817	4	43	4303	10	8	18
818	4	43	4303	1	7	8
819	4	43	4303	6	11	17
820	4	43	4303	7	6	13
821	4	43	4303	86	90	176
822	4	43	4303	56	55	111
823	4	43	4303	5	7	12
824	4	43	4303	2	5	7
825	4	43	4303	3	1	4
826	4	43	4303	3	3	6
827	4	43	4303	110	111	221
828	4	43	4303	0	0	0
830	4	43	4303	5	7	12
831	4	43	4303	1	2	3
833	4	43	4303	55	54	109
834	4	43	4303	0	0	0
835	4	43	4303	3	3	6
836	4	43	4303	2	2	4
837	4	43	4303	33	26	59
838	4	43	4303	18	14	32
839	4	43	4303	19	20	39
840	4	43	4303	0	0	0
841	4	43	4303	2	3	5
842	4	43	4303	0	0	0
843	4	43	4303	2	3	5
844	4	43	4303	8	18	26
845	4	43	4302	257	248	505
847	4	43	4302	337	367	704
848	4	43	4303	167	171	338
849	4	43	4302	65	50	115
850	4	43	4302	19	22	41
851	4	43	4302	45	42	87
852	4	43	4302	62	42	104
853	4	43	4302	0	0	0
854	4	43	4302	0	0	0
856	4	43	4302	0	0	0
857	4	43	4303	33	26	59
859	4	43	4302	4	1	5
861	4	43	4302	0	0	0
862	4	43	4302	5	3	8
864	4	43	4302	5	0	5
865	4	43	4302	5	7	12
866	4	43	4302	0	0	0
867	4	43	4303	0	0	0
868	4	43	4302	6	7	13
869	4	43	4302	6	8	14
870	4	43	4302	9	7	16
871	4	43	4302	12	12	24
872	4	43	4302	2	1	3
874	4	43	4302	1	1	2
875	4	43	4302	3	2	5
876	4	43	4302	34	37	71
878	4	43	4302	0	0	0
879	4	43	4302	8	10	18
881	4	43	4302	0	0	0
882	4	43	4302	0	0	0
883	4	43	4302	1	2	3
884	4	43	4302	4	0	4
885	4	43	4302	0	0	0
886	4	43	4303	5	0	5
887	4	43	4302	3	6	9
888	4	43	4302	9	5	14
889	4	43	4302	1	2	3
890	4	43	4302	4	1	5
891	4	43	4302	6	3	9
892	4	43	4302	15	9	24
893	4	43	4302	0	0	0
896	4	43	4302	8	4	12
897	4	43	4304	225	189	414
898	4	43	4304	0	0	0
899	4	43	4304	3	1	4
900	4	43	4304	6	7	13
901	4	43	4304	0	0	0
902	4	43	4301	3	2	5
904	4	43	4301	1	2	3
905	4	43	4301	44	45	89
906	4	43	4301	2	3	5
907	4	43	4304	2	1	3
908	4	43	4301	41	40	81
909	4	43	4301	4	3	7
910	4	43	4301	20	17	37
911	4	43	4301	2	0	2
912	4	43	4301	0	0	0
914	4	43	4301	2	0	2
915	4	43	4301	38	30	68
916	4	43	4301	3	0	3
917	4	43	4301	0	2	2
919	4	43	4304	0	0	0
920	4	43	4304	0	0	0
921	4	43	4304	0	0	0
922	4	43	4304	1	1	2
923	4	43	4304	3	1	4
924	4	43	4301	22	26	48
925	4	43	4304	3	5	8
926	4	43	4304	0	0	0
928	4	43	4304	7	1	8
929	4	43	4301	53	58	111
931	4	43	4304	8	7	15
932	4	43	4301	59	50	109
933	4	43	4304	2	0	2
934	4	43	4304	3	6	9
935	4	43	4301	11	14	25
936	4	43	4301	3	3	6
937	4	43	4301	40	53	93
939	4	43	4304	2	4	6
940	4	43	4304	2	5	7
941	4	43	4301	0	0	0
942	4	43	4301	0	0	0
943	4	43	4301	7	5	12
945	4	43	4304	20	10	30
946	4	43	4304	93	76	169
947	4	43	4301	98	58	156
948	4	43	4301	2	0	2
949	4	43	4304	2	2	4
950	4	43	4301	7	1	8
951	4	43	4301	2	1	3
952	4	43	4301	0	0	0
953	4	43	4301	42	22	64
954	4	43	4304	0	7	7
955	4	43	4304	2	2	4
956	4	43	4304	1	3	4
957	4	43	4304	5	3	8
959	4	43	4304	169	165	334
960	4	43	4304	2	2	4
962	4	43	4301	1	3	4
963	4	43	4301	5	1	6
964	4	42	4201	155	105	260
967	4	42	4201	226	304	530
968	4	42	4201	551	184	735
969	4	42	4201	357	256	613
970	4	42	4201	127	37	164
971	4	42	4201	0	423	423
972	4	42	4201	117	92	209
973	4	42	4201	70	48	118
974	4	42	4201	57	36	93
976	4	42	4201	48	60	108
977	4	42	4201	32	26	58
978	4	42	4201	6	6	12
979	4	42	4201	0	0	0
981	4	42	4201	12	9	21
982	4	42	4201	219	177	396
983	4	42	4201	0	0	0
984	4	42	4201	4	5	9
985	4	42	4201	18	12	30
986	4	42	4201	2	1	3
987	4	42	4201	524	599	1123
988	4	42	4201	81	244	325
990	4	42	4201	91	84	175
991	4	42	4201	2	0	2
993	4	42	4201	9	10	19
994	4	42	4201	1	0	1
995	4	42	4201	22	12	34
996	4	42	4201	0	1	1
997	4	42	4201	0	1	1
998	4	42	4201	0	2	2
999	4	42	4201	3	4	7
1000	4	42	4201	7	3	10
1001	4	42	4201	6	4	10
1002	4	42	4201	2	7	9
1003	4	42	4201	2	1	3
1004	4	42	4201	5	4	9
1005	4	42	4201	0	2	2
1006	4	42	4201	34	14	48
1007	4	42	4201	1	2	3
1008	4	42	4201	0	1	1
1010	4	42	4201	3	0	3
1011	4	42	4201	1	0	1
1013	4	42	4204	157	155	312
1014	4	42	4204	196	174	370
1015	4	42	4204	80	61	141
1016	4	42	4204	47	46	93
1017	4	42	4204	47	44	91
1018	4	42	4204	46	45	91
1019	4	42	4204	88	90	178
1020	4	42	4204	66	73	139
1021	4	42	4204	3	2	5
1022	4	42	4204	26	21	47
1023	4	42	4204	0	0	0
1024	4	42	4204	0	0	0
1025	4	42	4204	0	0	0
1027	4	42	4204	6	10	16
1028	4	42	4204	0	0	0
1029	4	42	4204	0	0	0
1030	4	42	4204	7	4	11
1031	4	42	4204	45	39	84
1032	4	42	4204	22	8	30
1033	4	42	4204	40	33	73
1034	4	42	4204	25	17	42
1036	4	42	4204	462	484	946
1037	4	42	4204	4	6	10
1038	4	42	4204	4	2	6
1039	4	42	4204	0	0	0
1040	4	42	4204	5	5	10
1041	4	42	4204	22	16	38
1042	4	42	4204	7	10	17
1044	4	42	4204	3	1	4
1045	4	42	4204	11	7	18
1046	4	42	4204	7	6	13
1047	4	42	4204	5	7	12
1048	4	42	4203	218	266	484
1049	4	42	4203	375	312	687
1050	4	42	4203	100	80	180
1051	4	42	4203	149	129	278
1052	4	42	4203	72	64	136
1053	4	42	4203	15	18	33
1054	4	42	4203	0	0	0
1055	4	42	4203	13	17	30
1059	4	42	4203	67	77	144
1061	4	42	4203	2	3	5
1062	4	42	4203	3	0	3
1063	4	42	4203	7	2	9
1064	4	42	4203	1	1	2
1065	4	42	4203	4	2	6
1066	4	42	4203	430	401	831
1067	4	42	4203	0	0	0
1068	4	42	4203	2	1	3
1069	4	42	4203	2	2	4
1070	4	42	4203	1	0	1
1071	4	42	4203	4	0	4
1072	4	42	4203	19	14	33
1073	4	42	4203	0	1	1
1075	4	42	4203	0	0	0
1076	4	42	4203	1	1	2
1077	4	42	4202	170	184	354
1078	4	42	4202	55	55	110
1079	4	42	4202	0	0	0
1080	4	42	4202	1	2	3
1081	4	42	4202	4	0	4
1082	4	42	4202	5	2	7
1083	4	42	4202	1	2	3
1084	4	42	4202	6	0	6
1085	4	42	4202	3	0	3
1086	4	42	4202	1	1	2
1087	4	42	4202	151	128	279
1089	4	42	4202	0	0	0
1090	4	42	4202	2	0	2
1092	4	42	4202	17	6	23
1093	4	42	4202	1	6	7
1094	4	42	4202	4	6	10
1095	4	42	4202	6	3	9
1096	4	42	4202	13	9	22
1097	4	42	4202	1	3	4
1098	4	42	4202	0	0	0
1099	4	42	4202	22	14	36
1100	4	42	4202	35	29	64
1101	4	42	4202	5	0	5
1102	4	42	4202	5	3	8
1103	4	42	4202	0	0	0
1104	4	42	4202	6	7	13
1105	4	42	4202	0	0	0
1106	4	42	4202	0	0	0
1108	4	42	4202	8	6	14
1109	4	42	4202	7	4	11
1112	4	42	4202	0	0	0
1113	4	42	4202	2	1	3
1114	4	42	4202	4	1	5
1115	4	42	4202	0	0	0
1116	4	42	4202	2	1	3
1117	4	42	4202	1	0	1
1119	5	54	5401	0	612	612
1120	5	54	5401	99	82	181
1121	5	54	5401	287	277	564
