Total;Mujeres;Hombres;Region;Comuna;Jornada
26;23;3;3;3101;2
57;32;25;13;13101;4
37;25;12;3;3101;1
9;5;4;7;7101;2
10;5;5;13;13101;2
19;11;8;13;13101;2
29;8;21;7;7101;2
61;37;24;13;13101;4
18;13;5;13;13101;4
8;4;4;13;13101;4
6;2;4;13;13101;4
41;24;17;13;13101;4
26;21;5;13;13101;4
1;;1;13;13101;2
38;27;11;13;13101;2
35;20;15;13;13101;4
34;14;20;13;13101;4
7;4;3;13;13101;2
15;5;10;13;13101;4
58;57;1;13;13101;4
95;91;4;13;13101;4
5;5;;13;13101;2
7;7;;7;7101;2
8;8;;7;7101;2
9;9;;13;13101;2
12;12;;3;3101;2
58;54;4;3;3101;2
11;10;1;13;13101;2
17;16;1;7;7101;2
61;58;3;13;13101;4
68;68;;13;13101;4
4;4;;13;13101;4
195;195;;13;13101;4
55;55;;3;3101;1
56;56;;3;3101;2
9;9;;7;7101;2
8;8;;3;3101;2
95;95;;13;13101;4
29;4;25;3;3101;2
6;5;1;7;7101;1
24;22;2;3;3101;1
3;3;;13;13101;1
17;12;5;13;13101;1
33;31;2;3;3101;2
35;25;10;7;7101;2
4;3;1;7;7101;2
6;5;1;13;13101;2
27;20;7;13;13101;2
53;40;13;3;3101;1
51;43;8;3;3101;2
1;1;;7;7101;2
2;2;;13;13101;4
56;39;17;3;3101;2
11;7;4;3;3101;2
5;5;;13;13101;2
20;14;6;13;13101;2
6;6;;3;3101;1
17;3;14;13;13101;2
2;;2;13;13101;2
14;3;11;13;13101;4
8;1;7;13;13101;4
20;1;19;13;13101;4
16;2;14;3;3101;2
24;9;15;13;13101;4
40;12;28;13;13101;4
8;5;3;3;3101;1
2;2;;3;3101;1
19;8;11;3;3101;2
6;1;5;7;7101;2
8;6;2;3;3101;2
7;3;4;13;13101;2
5;2;3;13;13101;2
45;18;27;13;13101;4
9;3;6;7;7101;2
1;;1;7;7101;2
38;30;8;3;3101;2
49;40;9;13;13101;4
15;12;3;13;13101;4
27;24;3;13;13101;4
164;138;26;13;13101;4
56;40;16;13;13101;4
3;2;1;3;3101;1
28;23;5;3;3101;1
27;19;8;13;13101;2
6;4;2;13;13101;2
108;87;21;13;13101;4
9;7;2;13;13101;2
45;4;41;3;3101;2
10;2;8;3;3101;2
218;112;106;13;13101;4
69;50;19;13;13101;4
14;13;1;3;3101;1
25;20;5;3;3101;2
39;32;7;3;3101;2
5;2;3;13;13101;2
125;103;22;13;13101;4
89;10;79;13;13101;1
126;12;114;13;13101;2
9;8;1;13;13101;1
72;68;4;13;13101;2
3;1;2;5;5109;1
34;12;22;13;13101;1
11;1;10;5;5109;2
219;21;198;13;13101;2
146;89;57;13;13101;1
367;189;178;13;13101;2
22;13;9;5;5109;2
90;58;32;13;13101;1
208;110;98;13;13101;2
24;15;9;5;5109;2
154;60;94;13;13101;1
110;36;74;13;13101;2
213;213;;13;13101;1
3;3;;5;5109;1
217;217;;13;13101;2
43;43;;5;5109;2
129;72;57;13;13101;1
65;25;40;13;13101;2
97;49;48;13;13101;1
210;94;116;13;13101;2
52;22;30;5;5109;2
1;;1;13;13101;2
30;13;17;13;13101;1
109;46;63;13;13101;2
10;4;6;5;5109;2
133;97;36;13;13101;1
186;123;63;13;13101;2
264;208;56;13;13101;1
257;190;67;13;13101;2
136;64;72;13;13101;1
145;79;66;13;13101;2
360;329;31;13;13101;1
26;22;4;5;5109;1
120;109;11;5;5109;2
325;287;38;13;13101;2
46;25;21;13;13101;1
48;16;32;13;13101;2
69;41;28;13;13101;1
84;47;37;13;13101;2
3;2;1;5;5109;2
27;24;3;5;5109;1
181;149;32;13;13101;1
73;54;19;5;5109;2
218;178;40;13;13101;2
119;67;52;13;13101;1
85;51;34;13;13101;2
141;100;41;13;13101;1
382;253;129;13;13101;2
9;1;8;13;13101;1
74;33;41;13;13101;2
77;5;72;13;13101;1
143;9;134;13;13101;2
84;16;68;13;13101;1
8;1;7;5;5109;1
453;49;404;13;13101;2
121;17;104;5;5109;2
104;47;57;13;13101;1
91;27;64;13;13101;2
13;13;;13;13101;1
19;17;2;13;13101;2
343;343;;13;13101;1
97;97;;5;5109;1
263;263;;13;13101;2
77;77;;5;5109;2
431;427;4;13;13101;1
237;231;6;13;13101;2
13;6;7;13;13101;1
69;42;27;13;13101;2
64;38;26;13;13101;1
45;19;26;13;13101;2
10;5;5;13;13101;1
45;12;33;13;13101;2
31;21;10;13;13101;1
154;67;87;13;13101;2
85;53;32;13;13101;1
61;37;24;13;13101;2
14;9;5;13;13101;1
51;23;28;13;13101;2
88;22;66;13;13101;1
119;21;98;13;13101;2
51;24;27;13;13101;1
124;59;65;13;13101;2
34;15;19;5;5109;2
176;93;83;13;13101;1
298;105;193;13;13101;2
9;2;7;13;13101;1
6;3;3;13;13101;2
21;9;12;13;13101;1
43;18;25;13;13101;2
20;13;7;5;5109;2
148;119;29;13;13101;1
30;25;5;5;5109;1
165;116;49;13;13101;2
63;52;11;5;5109;2
33;8;25;13;13101;1
127;20;107;13;13101;2
240;145;95;13;13101;1
20;6;14;5;5109;1
160;79;81;13;13101;2
66;47;19;13;13101;1
80;50;30;13;13101;2
24;2;22;13;13101;2
10;;10;13;13101;1
234;11;223;13;13101;2
119;8;111;13;13101;2
41;8;33;13;13101;1
112;9;103;13;13101;2
64;4;60;13;13101;2
13;1;12;13;13101;4
20;;20;13;13101;1
49;5;44;13;13101;2
9;1;8;13;13101;1
34;2;32;13;13101;2
28;4;24;13;13101;4
68;7;61;13;13101;1
184;9;175;13;13101;2
22;2;20;13;13101;4
52;6;46;13;13101;1
121;11;110;13;13101;2
42;4;38;8;8301;1
178;32;146;9;9101;1
58;3;55;14;14101;1
83;12;71;6;6301;1
10;1;9;6;6101;1
140;20;120;7;7101;1
6;;6;9;9101;5
1;;1;6;6301;5
2;;2;8;8301;5
6;1;5;7;7101;5
62;7;55;9;9101;2
70;7;63;5;5501;2
16;2;14;14;14101;2
48;10;38;6;6101;2
95;6;89;7;7101;2
25;2;23;5;5601;2
6;2;4;5;5101;2
32;6;26;11;11101;2
1;1;;6;6101;1
29;18;11;9;9101;1
58;43;15;7;7101;1
2;2;;7;7101;5
1;1;;9;9101;5
16;6;10;6;6101;2
40;26;14;5;5501;2
1;;1;5;5101;2
1;1;;14;14101;1
4;3;1;9;9101;1
3;3;;7;7101;1
14;10;4;5;5501;2
20;13;7;6;6101;2
1;;1;9;9101;5
1;1;;11;11101;2
36;26;10;14;14101;1
78;47;31;9;9101;1
7;3;4;8;8301;1
68;41;27;7;7101;1
2;;2;9;9101;5
1;1;;7;7101;5
40;20;20;6;6101;2
27;12;15;14;14101;2
70;39;31;5;5501;2
17;6;11;8;8301;2
16;5;11;6;6301;2
88;45;43;7;7101;2
23;11;12;5;5601;2
7;1;6;5;5101;2
1;;1;14;14101;5
1;1;;5;5501;2
51;32;19;6;6101;1
20;15;5;14;14101;1
74;50;24;9;9101;1
1;1;;9;9101;5
11;8;3;6;6101;2
17;12;5;14;14101;2
8;6;2;5;5101;2
1;1;;14;14101;5
19;15;4;11;11101;2
2;2;;11;11101;5
15;10;5;7;7101;1
24;3;21;7;7101;1
1;;1;9;9101;5
18;1;17;5;5501;2
6;1;5;5;5101;2
6;;6;7;7101;2
1;;1;5;5601;1
33;16;17;6;6101;1
45;22;23;14;14101;1
16;7;9;5;5501;1
133;65;68;7;7101;1
60;22;38;9;9101;1
34;9;25;6;6301;1
22;9;13;5;5601;1
3;1;2;9;9101;5
1;1;;6;6101;5
1;;1;7;7101;5
22;8;14;8;8301;2
45;19;26;6;6101;2
29;10;19;14;14101;2
84;40;44;5;5501;2
48;12;36;7;7101;2
11;5;6;9;9101;2
17;5;12;5;5101;2
1;1;;11;11101;2
17;2;15;5;5501;1
38;6;32;7;7101;1
2;;2;7;7101;5
72;6;66;6;6101;2
51;5;46;5;5501;2
1;1;;5;5101;2
11;8;3;11;11101;2
12;5;7;6;6101;1
24;19;5;5;5501;2
3;1;2;6;6101;1
14;14;;7;7101;1
15;7;8;9;9101;1
1;;1;9;9101;5
1;1;;5;5501;2
126;116;10;9;9101;1
54;50;4;5;5501;1
98;94;4;14;14101;1
150;134;16;6;6301;1
79;67;12;6;6101;1
31;29;2;8;8301;1
199;186;13;7;7101;1
16;14;2;5;5601;1
1;1;;6;6101;5
4;3;1;7;7101;5
57;54;3;5;5501;2
49;41;8;14;14101;2
16;14;2;6;6101;2
12;11;1;8;8301;2
44;39;5;7;7101;2
3;3;;5;5101;2
1;1;;9;9101;2
3;3;;9;9101;5
2;2;;14;14101;5
11;9;2;11;11101;2
21;20;1;9;9101;1
11;11;;6;6301;1
4;4;;8;8301;1
20;20;;7;7101;1
1;1;;8;8301;5
1;1;;7;7101;5
1;1;;6;6301;5
1;1;;7;7101;2
1;1;;9;9101;5
1;1;;11;11101;2
1;1;;6;6101;2
19;16;3;9;9101;1
7;3;4;6;6101;1
29;17;12;7;7101;1
3;2;1;9;9101;5
24;15;9;5;5501;2
19;5;14;9;9101;2
30;15;15;6;6301;2
1;;1;8;8301;2
37;20;17;6;6101;2
35;15;20;7;7101;2
1;1;;8;8301;5
9;7;2;9;9101;1
12;9;3;6;6301;1
3;1;2;14;14101;1
57;5;52;9;9101;1
2;;2;6;6301;1
2;1;1;8;8301;1
18;1;17;6;6101;1
39;5;34;7;7101;1
23;1;22;14;14101;2
60;7;53;9;9101;2
28;1;27;5;5501;2
68;7;61;6;6101;2
15;;15;7;7101;2
1;;1;5;5601;2
1;;1;11;11101;2
1;1;;9;9101;1
1;;1;9;9101;5
1;1;;7;7101;1
29;26;3;14;14101;1
24;21;3;5;5501;1
149;141;8;9;9101;1
87;84;3;6;6301;1
37;32;5;6;6101;1
10;10;;8;8301;1
78;78;;7;7101;1
1;1;;9;9101;5
1;1;;14;14101;2
5;4;1;5;5501;2
33;30;3;6;6301;2
1;1;;8;8301;2
18;16;2;6;6101;2
18;17;1;7;7101;2
5;5;;5;5601;1
1;1;;5;5601;5
1;1;;5;5601;1
1;1;;7;7101;5
4;4;;9;9101;5
1;1;;11;11101;2
1;1;;6;6101;5
7;1;6;5;5501;2
1;;1;5;5601;1
84;68;16;6;6101;1
49;41;8;5;5501;1
59;48;11;14;14101;1
76;51;25;9;9101;1
34;30;4;6;6301;1
81;67;14;8;8301;1
128;89;39;7;7101;1
37;34;3;5;5601;1
2;1;1;9;9101;5
3;1;2;7;7101;5
21;8;13;5;5501;2
22;18;4;9;9101;2
7;;7;14;14101;2
23;8;15;6;6101;2
6;;6;8;8301;2
28;17;11;6;6301;2
14;4;10;7;7101;2
1;1;;6;6301;5
31;29;2;11;11101;1
4;3;1;13;13101;2
16;1;15;13;13101;2
12;2;10;13;13101;2
44;6;38;13;13101;2
6;;6;13;13101;2
94;51;43;13;13101;2
75;54;21;13;13101;2
63;37;26;13;13101;4
158;91;67;13;13101;2
45;30;15;13;13101;4
60;49;11;13;13101;2
34;19;15;13;13101;4
87;44;43;13;13101;2
30;16;14;13;13101;4
75;46;29;13;13101;2
101;19;82;13;13101;2
44;16;28;13;13101;2
2;;2;7;7101;2
1;;1;7;7301;2
1;1;;13;13402;2
1;1;;8;8101;3
25;25;;16;16101;1
7;7;;7;7101;1
26;26;;10;10101;1
36;36;;4;4301;1
19;19;;8;8301;1
13;13;;8;8101;1
15;15;;4;4101;1
9;6;3;8;8101;4
16;8;8;4;4301;1
8;3;5;8;8101;4
2;1;1;8;8101;4
1;;1;8;8101;4
13;5;8;8;8101;4
33;24;9;16;16101;3
47;26;21;13;13101;3
4;3;1;8;8101;4
63;39;24;8;8101;3
16;13;3;10;10101;3
7;2;5;13;13101;3
13;5;8;4;4101;2
13;6;7;4;4301;2
14;4;10;7;7102;2
11;4;7;4;4101;1
3;1;2;10;10101;2
1;;1;13;13101;2
1;;1;16;16101;1
18;11;7;8;8101;1
18;14;4;4;4101;1
3;2;1;13;13402;1
25;16;9;16;16101;1
9;7;2;4;4301;1
9;5;4;13;13101;1
18;12;6;10;10101;2
30;20;10;8;8301;2
4;3;1;13;13101;1
28;23;5;8;8101;2
33;31;2;4;4101;2
58;52;6;8;8101;4
17;15;2;4;4301;1
73;47;26;10;10101;3
43;41;2;8;8301;3
15;12;3;16;16101;2
3;3;;8;8101;3
6;6;;8;8101;4
9;6;3;8;8101;4
1;1;;8;8101;3
2;2;;2;2101;3
11;6;5;2;2101;3
13;11;2;16;16101;3
28;17;11;7;7101;3
16;9;7;10;10101;3
7;7;;16;16101;3
1;1;;13;13101;3
16;12;4;2;2101;3
46;46;;2;2101;3
1;1;;7;7301;3
12;11;1;2;2101;3
20;6;14;13;13402;2
7;4;3;2;2101;1
1;1;;10;10101;2
40;32;8;10;10101;3
11;7;4;8;8301;3
54;39;15;16;16101;3
1;1;;8;8101;2
22;10;12;13;13402;2
15;9;6;4;4301;2
13;9;4;8;8101;4
38;20;18;7;7102;2
23;17;6;8;8101;4
80;55;25;8;8101;1
20;16;4;4;4301;1
5;3;2;7;7301;3
79;60;19;4;4101;1
34;30;4;8;8101;1
52;47;5;16;16101;1
5;5;;16;16101;1
11;9;2;4;4301;1
8;1;7;13;13402;2
1;;1;7;7101;2
2;;2;8;8101;4
1;1;;8;8101;3
1;;1;4;4101;1
29;6;23;4;4301;1
2;2;;4;4101;3
62;61;1;16;16101;3
39;39;;8;8101;4
50;50;;13;13402;1
8;7;1;7;7101;1
84;84;;16;16101;1
81;81;;10;10101;3
72;72;;8;8301;3
133;133;;16;16101;3
27;27;;8;8101;2
1;1;;13;13402;2
1;1;;8;8301;2
20;20;;13;13402;1
23;23;;16;16101;1
20;20;;7;7102;1
50;50;;7;7301;1
69;69;;7;7101;1
160;160;;10;10101;1
1;1;;8;8101;4
25;25;;8;8101;1
117;117;;4;4101;1
82;82;;4;4301;1
110;110;;8;8101;1
48;48;;4;4301;1
1;;1;8;8101;1
7;6;1;7;7301;1
55;46;9;2;2101;1
19;12;7;10;10101;1
26;17;9;13;13101;1
45;38;7;4;4101;1
43;33;10;13;13101;1
1;1;;8;8301;1
56;55;1;4;4101;1
12;9;3;2;2101;1
2;2;;4;4101;1
15;3;12;8;8101;4
1;;1;8;8101;4
1;;1;8;8101;4
6;2;4;4;4301;2
3;;3;4;4101;1
24;8;16;4;4301;2
2;1;1;2;2101;3
27;25;2;8;8101;1
6;5;1;8;8301;1
20;18;2;10;10101;1
41;11;30;7;7102;2
4;2;2;4;4301;2
7;;7;8;8101;1
2;1;1;13;13402;1
6;1;5;4;4101;2
1;1;;10;10101;2
1;;1;7;7101;1
15;11;4;8;8301;3
1;1;;8;8101;4
79;64;15;8;8101;1
1;1;;7;7301;1
46;28;18;10;10101;1
26;23;3;4;4101;1
1;1;;10;10101;2
1;;1;8;8101;2
4;4;;16;16101;2
30;26;4;8;8101;1
6;5;1;4;4101;1
5;5;;13;13402;1
3;3;;8;8301;1
56;50;6;4;4301;1
97;86;11;10;10101;3
61;53;8;16;16101;3
10;8;2;8;8101;2
26;23;3;7;7102;2
13;12;1;13;13101;1
79;79;;4;4101;1
16;10;6;16;16101;2
2;;2;8;8101;2
20;19;1;8;8101;1
8;8;;13;13402;2
49;46;3;7;7102;2
1;1;;4;4301;1
61;41;20;8;8301;1
46;34;12;10;10101;1
80;67;13;7;7102;1
7;6;1;4;4101;1
37;33;4;13;13402;1
45;31;14;16;16101;1
11;10;1;7;7101;1
39;32;7;13;13101;1
20;15;5;4;4301;2
2;2;;7;7301;2
15;9;6;8;8101;1
8;6;2;8;8101;1
1;1;;10;10101;1
3;2;1;13;13101;1
3;2;1;8;8301;2
23;14;9;4;4101;1
1;;1;8;8101;3
29;23;6;8;8101;4
8;7;1;4;4101;1
70;64;6;8;8301;3
26;19;7;8;8101;2
23;17;6;8;8101;4
21;16;5;16;16101;2
59;49;10;13;13101;1
98;71;27;13;13101;2
9;4;5;13;13101;2
203;164;39;13;13101;1
117;91;26;13;13101;2
65;54;11;13;13101;2
53;47;6;13;13101;2
20;12;8;13;13101;2
33;25;8;13;13101;1
178;177;1;13;13101;1
94;88;6;13;13101;2
31;27;4;13;13101;1
47;30;17;13;13101;2
9;2;7;13;13101;2
22;13;9;13;13101;1
82;56;26;13;13101;2
24;15;9;13;13101;1
83;55;28;13;13101;3
97;62;35;13;13101;2
40;40;;13;13101;1
51;51;;13;13101;2
53;6;47;13;13122;2
12;4;8;13;13122;1
289;;289;13;13122;1
143;5;138;13;13122;2
184;13;171;13;13122;1
30;;30;13;13122;1
57;8;49;13;13122;2
29;2;27;13;13122;2
2;1;1;13;13122;2
84;4;80;13;13122;2
1;;1;13;13122;2
216;9;207;13;13122;1
1;;1;13;13101;5
16;8;8;13;13101;4
2;1;1;5;5801;1
1;;1;5;5109;1
1;1;;13;13101;2
1;1;;5;5601;2
8;6;2;13;13101;1
1;;1;13;13101;5
2;;2;13;13101;4
29;15;14;13;13101;4
4;;4;13;13101;4
3;;3;13;13101;1
4;3;1;13;13101;2
15;4;11;13;13101;4
1;1;;5;5109;1
10;4;6;13;13101;1
1;1;;13;13101;5
2;1;1;5;5109;1
26;26;;13;13101;1
36;33;3;13;13101;1
2;1;1;5;5801;1
21;18;3;13;13101;2
26;5;21;13;13101;4
2;1;1;5;5301;4
3;;3;13;13101;1
1;;1;9;9201;1
2;1;1;5;5301;1
3;2;1;5;5109;2
18;3;15;13;13101;4
1;;1;5;5109;1
32;32;;13;13101;4
86;86;;13;13101;1
1;1;;13;13101;1
32;32;;5;5109;1
63;63;;5;5801;1
1;1;;13;13301;2
1;1;;13;13117;2
6;6;;13;13101;4
23;;23;13;13101;4
16;13;3;5;5801;1
30;19;11;5;5801;1
1;1;;5;5601;1
1;;1;5;5109;1
9;8;1;5;5109;1
3;3;;13;13101;1
91;62;29;13;13101;1
1;1;;5;5102;2
4;1;3;5;5801;2
32;23;9;5;5109;2
18;14;4;13;13101;2
9;4;5;13;13101;1
3;2;1;13;13101;2
1;;1;13;13101;4
17;3;14;13;13101;4
39;4;35;13;13101;1
5;1;4;5;5109;1
1;1;;5;5109;1
1;1;;13;13101;4
1;1;;13;13101;2
8;7;1;13;13101;4
1;;1;13;13101;4
1;1;;13;13101;1
1;;1;13;13101;2
89;77;12;13;13101;1
80;68;12;13;13101;2
39;22;17;13;13101;1
56;35;21;13;13101;2
75;65;10;13;13101;1
40;32;8;13;13101;2
31;18;13;13;13101;1
30;21;9;13;13101;2
115;112;3;13;13101;1
101;95;6;13;13101;2
176;176;;13;13101;1
111;111;;13;13101;2
1548;1316;232;13;13101;1
105;102;3;13;13101;1
38;36;2;13;13101;2
53;42;11;13;13101;1
52;30;22;13;13101;2
82;47;35;13;13101;1
63;31;32;13;13101;2
31;23;8;13;13101;1
40;35;5;13;13101;2
49;28;21;13;13101;1
108;84;24;13;13101;1
113;78;35;13;13101;2
115;95;20;13;13101;1
101;83;18;13;13101;2
55;19;36;13;13101;2
97;82;15;13;13101;1
69;48;21;13;13101;2
116;106;10;13;13101;1
79;76;3;13;13101;2
52;50;2;13;13101;1
85;79;6;13;13101;2
21;11;10;13;13101;1
22;10;12;13;13101;2
22;15;7;13;13101;1
41;24;17;13;13101;2
54;8;46;13;13101;1
25;;25;13;13101;2
22;3;19;13;13101;2
54;44;10;13;13101;1
39;35;4;13;13101;2
145;122;23;13;13101;1
134;97;37;13;13101;2
57;26;31;13;13101;1
26;17;9;13;13501;1
72;41;31;13;13101;2
7;5;2;13;13501;2
107;93;14;13;13101;1
52;41;11;13;13501;1
143;111;32;13;13101;2
24;16;8;13;13501;2
36;3;33;13;13101;1
10;1;9;13;13501;1
61;3;58;13;13101;2
11;;11;13;13501;2
42;29;13;13;13101;1
87;53;34;13;13101;2
76;46;30;13;13101;1
26;17;9;13;13101;2
81;8;73;13;13101;1
25;2;23;13;13501;1
100;12;88;13;13101;2
6;1;5;13;13501;2
69;36;33;13;13101;1
39;25;14;13;13101;2
53;30;23;13;13101;1
22;16;6;13;13501;1
102;59;43;13;13101;2
161;89;72;13;13101;1
66;39;27;13;13101;2
26;3;23;13;13501;1
22;3;19;13;13501;2
24;8;16;13;13101;1
72;17;55;13;13101;2
12;8;4;13;13501;2
39;2;37;13;13501;1
32;;32;13;13501;2
37;20;17;13;13501;1
16;9;7;13;13501;2
40;26;14;13;13101;2
62;30;32;13;13101;1
83;58;25;13;13101;1
31;21;10;13;13101;2
103;89;14;13;13101;1
34;24;10;13;13101;2
3;3;;13;13101;2
5;2;3;13;13101;4
3;1;2;13;13101;4
1;;1;13;13101;2
7;;7;13;13101;4
9;2;7;13;13101;2
7;7;;13;13101;4
5;5;;13;13101;4
3;1;2;13;13101;4
1;;1;13;13101;2
10;10;;13;13101;1
14;10;4;13;13101;2
3;;3;13;13101;4
1;1;;13;13101;2
1;;1;13;13101;2
5;5;;13;13101;1
5;4;1;13;13101;2
21;13;8;13;13101;1
8;5;3;13;13101;2
61;55;6;13;13101;1
12;6;6;13;13120;2
29;9;20;13;13120;3
22;10;12;13;13120;2
22;11;11;13;13132;1
12;4;8;13;13132;1
9;2;7;13;13132;1
97;61;36;4;4101;2
66;65;1;4;4101;1
2;;2;4;4101;2
1;;1;4;4101;1
107;2;105;4;4101;2
46;7;39;4;4101;1
29;3;26;4;4101;2
183;104;79;4;4101;1
50;27;23;4;4101;2
103;;103;4;4101;2
17;4;13;4;4101;2
14;;14;4;4101;1
119;1;118;4;4101;2
1;;1;4;4101;1
12;9;3;4;4101;2
1;1;;4;4101;1
143;19;124;4;4101;2
9;4;5;4;4101;2
94;8;86;4;4101;1
49;2;47;4;4101;2
2;;2;4;4101;2
60;;60;4;4101;2
44;10;34;4;4101;1
79;11;68;4;4101;2
64;54;10;13;13101;1
6;2;4;13;13201;2
60;43;17;13;13101;2
138;82;56;6;6101;1
122;66;56;5;5109;1
178;91;87;9;9101;1
141;78;63;2;2101;1
103;52;51;7;7101;1
99;56;43;7;7301;1
160;109;51;4;4301;1
106;62;44;8;8301;1
124;55;69;1;1101;1
70;41;29;10;10301;1
159;83;76;10;10101;1
139;68;71;8;8101;1
80;48;32;16;16101;1
205;103;102;13;13101;1
39;18;21;6;6101;2
11;8;3;10;10301;2
134;69;65;13;13101;2
18;13;5;6;6101;1
65;53;12;4;4301;1
80;52;28;13;13201;2
49;33;16;6;6101;2
71;42;29;13;13129;2
1;1;;4;4101;2
92;68;24;4;4301;2
73;41;32;13;13101;2
58;39;19;13;13106;2
17;14;3;3;3101;2
75;42;33;3;3101;1
65;39;26;8;8101;2
1;1;;10;10301;1
58;44;14;16;16101;1
83;56;27;14;14101;1
105;75;30;9;9101;1
92;67;25;4;4101;1
69;45;24;5;5109;1
58;42;16;7;7101;1
23;11;12;10;10301;1
113;73;40;13;13101;1
116;29;87;16;16101;1
216;68;148;2;2101;1
161;46;115;6;6101;1
193;55;138;8;8101;1
107;22;85;13;13201;1
209;51;158;4;4101;1
200;39;161;7;7101;1
168;31;137;5;5109;1
170;35;135;13;13129;1
152;36;116;7;7301;1
90;17;73;10;10301;1
135;36;99;8;8301;1
101;24;77;10;10101;1
153;37;116;1;1101;1
302;76;226;13;13101;1
110;32;78;9;9101;1
91;27;64;3;3101;1
99;30;69;12;12101;1
120;26;94;14;14101;1
97;21;76;8;8101;2
42;9;33;13;13201;2
84;19;65;13;13129;2
165;29;136;13;13101;2
63;8;55;9;9101;2
61;34;27;16;16101;1
29;15;14;2;2101;1
31;17;14;5;5109;1
31;20;11;6;6101;1
112;55;57;9;9101;1
4;1;3;7;7301;1
3;2;1;13;13129;1
49;18;31;4;4101;1
127;76;51;4;4301;1
39;24;15;8;8301;1
15;6;9;1;1101;1
50;26;24;8;8101;1
45;22;23;3;3101;1
32;14;18;13;13101;1
11;5;6;13;13106;1
40;15;25;16;16101;2
65;39;26;6;6101;2
84;32;52;14;14101;2
28;15;13;5;5109;2
85;51;34;2;2101;2
27;13;14;9;9101;2
88;26;62;15;15101;2
92;33;59;7;7101;2
86;38;48;4;4301;2
17;7;10;7;7301;2
36;19;17;13;13129;2
17;7;10;4;4101;2
35;13;22;1;1101;2
61;27;34;10;10101;2
19;4;15;10;10301;2
27;17;10;8;8301;2
63;38;25;8;8101;2
3;2;1;3;3101;2
73;29;44;13;13101;2
50;12;38;12;12101;2
40;27;13;13;13106;2
10;7;3;3;3101;2
6;3;3;3;3101;2
76;61;15;13;13101;1
108;40;68;16;16101;1
76;23;53;5;5109;1
89;35;54;6;6101;1
27;7;20;4;4301;1
91;31;60;4;4101;1
192;53;139;13;13106;1
81;26;55;15;15101;2
81;32;49;6;6101;2
123;44;79;7;7301;2
1;;1;5;5109;1
154;51;103;9;9101;1
155;59;96;7;7301;1
148;48;100;7;7101;1
109;43;66;8;8301;1
82;46;36;2;2101;1
58;37;21;8;8101;1
53;35;18;6;6101;1
98;63;35;4;4301;1
83;49;34;4;4101;1
58;28;30;5;5109;1
23;14;9;13;13129;1
90;52;38;7;7101;1
82;46;36;10;10101;1
54;30;24;13;13101;1
96;49;47;9;9101;1
136;76;60;16;16101;2
118;69;49;15;15101;2
140;69;71;2;2101;2
97;48;49;8;8101;2
106;64;42;6;6101;2
145;82;63;14;14101;2
78;39;39;5;5109;2
82;44;38;4;4101;2
3;3;;7;7301;2
151;91;60;4;4301;2
83;44;39;10;10301;2
109;58;51;1;1101;2
95;55;40;8;8301;2
88;44;44;10;10101;2
153;86;67;13;13101;2
93;53;40;13;13201;2
71;50;21;12;12101;2
130;71;59;9;9101;2
99;67;32;13;13129;1
54;44;10;12;12101;1
83;61;22;13;13106;1
138;112;26;2;2101;2
93;66;27;8;8101;2
113;83;30;13;13201;2
225;168;57;13;13101;2
36;31;5;3;3101;2
123;104;19;13;13106;2
108;30;78;2;2101;2
1;;1;10;10101;2
100;29;71;13;13101;2
113;27;86;13;13106;2
1;1;;3;3101;2
52;31;21;15;15101;1
4;3;1;2;2101;1
18;10;8;5;5109;1
64;36;28;4;4101;1
16;13;3;6;6101;2
82;37;45;13;13101;2
52;15;37;8;8101;1
22;3;19;6;6101;1
23;8;15;5;5109;1
99;18;81;9;9101;1
111;15;96;7;7101;1
51;10;41;10;10101;1
5;;5;10;10301;1
28;7;21;8;8101;1
72;9;63;6;6101;2
154;21;133;9;9101;2
96;23;73;4;4101;2
114;21;93;4;4301;2
93;16;77;13;13129;2
73;11;62;10;10101;2
66;11;55;10;10301;2
88;11;77;8;8101;2
12;6;6;12;12101;2
79;19;60;16;16101;2
35;7;28;13;13101;1
121;121;;6;6101;1
144;136;8;14;14101;1
135;134;1;5;5109;1
61;55;6;2;2101;1
99;93;6;15;15101;1
187;183;4;7;7101;1
132;128;4;10;10101;1
187;182;5;4;4301;1
143;141;2;13;13101;1
113;107;6;4;4101;1
143;136;7;8;8301;1
109;105;4;10;10301;1
133;126;7;1;1101;1
152;149;3;7;7301;1
114;112;2;13;13201;1
227;225;2;8;8101;1
110;109;1;3;3101;1
248;242;6;16;16101;1
264;249;15;9;9101;1
139;132;7;12;12101;1
77;77;;13;13106;1
19;18;1;14;14101;2
130;126;4;1;1101;2
101;97;4;8;8101;2
232;232;;16;16101;1
147;147;;9;9101;1
140;140;;6;6101;1
215;215;;8;8101;1
106;106;;15;15101;1
137;137;;14;14101;1
138;138;;2;2101;1
137;137;;5;5109;1
135;135;;7;7301;1
112;112;;4;4101;1
127;127;;7;7101;1
80;80;;1;1101;1
153;153;;10;10101;1
69;69;;10;10301;1
141;141;;8;8301;1
120;120;;13;13201;1
87;87;;13;13101;1
140;140;;12;12101;1
117;117;;13;13106;1
49;49;;8;8101;2
24;24;;14;14101;2
3;3;;5;5109;2
80;80;;1;1101;2
277;246;31;6;6101;1
415;345;70;5;5109;1
338;275;63;15;15101;1
167;139;28;2;2101;1
264;217;47;9;9101;1
223;184;39;14;14101;1
