Total;Mujeres;Hombres;Region;Comuna;Jornada
40;38;2;6;6108;1
146;136;10;10;10101;1
142;137;5;9;9101;1
18;16;2;2;2301;1
19;19;;14;14101;1
17;13;4;2;2201;1
20;17;3;4;4101;1
23;22;1;10;10101;1
59;54;5;9;9101;1
20;6;14;5;5301;1
19;13;6;2;2201;1
14;7;7;4;4101;1
33;1;32;5;5301;1
118;3;115;5;5301;2
23;5;18;5;5301;1
103;66;37;5;5301;1
95;64;31;6;6108;1
1;1;;2;2301;2
27;12;15;5;5701;2
7;3;4;2;2201;2
54;30;24;5;5301;2
70;59;11;5;5701;1
18;4;14;5;5701;1
100;29;71;5;5701;2
23;5;18;6;6108;2
21;17;4;5;5701;1
9;;9;5;5301;1
44;3;41;5;5301;2
47;4;43;2;2201;2
67;5;62;5;5301;2
39;4;35;2;2201;2
6;1;5;5;5401;2
3;1;2;5;5301;2
2;;2;5;5401;2
1;;1;5;5301;1
101;;101;5;5301;2
34;;34;2;2201;2
2;;2;5;5301;2
54;39;15;9;9101;1
2;2;;5;5601;1
34;30;4;10;10202;1
64;59;5;2;2201;1
28;22;6;5;5401;1
71;51;20;9;9101;2
15;12;3;14;14101;2
8;7;1;5;5601;2
39;31;8;5;5701;2
69;50;19;10;10202;2
28;22;6;10;10101;2
22;17;5;2;2201;2
1;;1;5;5401;2
4;4;;5;5701;1
3;;3;5;5301;1
6;3;3;5;5301;2
11;5;6;2;2201;2
4;3;1;5;5301;1
8;4;4;5;5301;2
3;1;2;5;5301;2
61;37;24;6;6108;1
48;41;7;2;2201;1
98;83;15;5;5301;1
30;2;28;5;5301;1
15;2;13;6;6108;1
6;1;5;4;4201;2
23;4;19;6;6108;2
53;10;43;5;5301;2
3;3;;2;2301;2
15;2;13;4;4101;2
13;3;10;2;2201;2
14;11;3;5;5301;1
1;;1;5;5401;1
18;11;7;5;5301;2
6;2;4;5;5701;2
28;15;13;2;2301;2
7;4;3;2;2201;2
36;30;6;2;2201;1
21;18;3;4;4101;1
2;1;1;5;5301;1
2;1;1;5;5701;1
4;4;;4;4201;2
3;1;2;5;5301;2
4;;4;2;2301;2
2;1;1;5;5701;2
4;4;;5;5401;2
72;63;9;5;5701;2
9;6;3;9;9101;2
40;31;9;10;10202;2
1;1;;4;4201;2
12;9;3;9;9101;2
12;9;3;10;10101;2
27;21;6;5;5701;2
22;22;;5;5109;2
87;33;54;13;13501;1
106;14;92;13;13114;1
51;10;41;13;13114;1
2;;2;13;13114;2
98;57;41;13;13501;2
2;2;;13;13114;2
21;17;4;13;13114;2
6;6;;13;13114;2
219;127;92;13;13114;1
106;100;6;13;13114;1
255;249;6;13;13114;1
103;71;32;13;13114;1
376;322;54;13;13501;1
89;61;28;13;13114;1
87;19;68;13;13114;1
74;34;40;13;13501;1
39;18;21;13;13114;2
28;13;15;13;13114;2
4;2;2;13;13501;2
20;4;16;13;13114;2
70;44;26;13;13501;2
7;2;5;13;13114;1
11;6;5;13;13114;1
24;11;13;13;13501;2
6;4;2;13;13114;2
6;1;5;13;13114;2
71;63;8;13;13114;2
2;;2;13;13114;2
9;3;6;13;13114;2
17;14;3;13;13114;2
2;;2;13;13114;2
26;22;4;13;13114;2
80;51;29;13;13501;1
39;5;34;13;13114;1
105;94;11;13;13501;1
64;15;49;13;13501;1
83;55;28;13;13114;1
13;11;2;13;13114;2
11;11;;13;13114;2
1;1;;13;13114;2
323;244;79;13;13114;1
429;207;222;13;13114;1
156;132;24;13;13114;1
28;11;17;13;13501;1
68;36;32;13;13501;2
2;1;1;13;13501;2
22;12;10;13;13501;2
6;;6;13;13501;1
39;16;23;13;13501;2
78;27;51;13;13501;1
98;83;15;13;13501;1
50;42;8;13;13114;1
3;3;;13;13114;2
8;7;1;13;13501;2
8;3;5;13;13101;2
122;55;67;13;13101;2
40;21;19;13;13101;1
9;3;6;13;13101;2
9;3;6;13;13101;1
2;1;1;13;13101;2
2;1;1;13;13101;1
48;24;24;13;13101;2
20;14;6;13;13101;1
5;3;2;13;13101;2
13;2;11;13;13101;1
30;7;23;13;13101;2
14;4;10;13;13101;2
4;3;1;13;13101;1
30;21;9;13;13101;1
2;2;;13;13101;1
245;243;2;13;13101;1
4;2;2;13;13101;1
22;19;3;13;13101;1
26;12;14;13;13101;2
41;30;11;13;13101;1
70;54;16;13;13101;2
219;207;12;13;13101;1
126;119;7;13;13101;2
148;148;;13;13101;2
339;339;;13;13101;1
38;20;18;13;13101;5
155;102;53;13;13101;2
129;90;39;13;13101;1
25;18;7;13;13101;1
50;40;10;13;13101;2
304;172;132;13;13101;1
221;110;111;13;13101;2
939;775;164;13;13101;1
202;175;27;13;13101;1
91;38;53;13;13101;1
115;53;62;13;13101;1
106;43;63;13;13101;2
1;1;;13;13101;2
5;;5;13;13101;1
3;;3;13;13101;2
38;20;18;13;13101;1
95;35;60;13;13101;2
25;10;15;13;13101;1
101;23;78;13;13101;2
61;7;54;13;13101;1
20;1;19;13;13101;2
1;;1;13;13101;1
355;169;186;13;13101;1
188;93;95;13;13101;2
21;13;8;13;13101;2
68;17;51;13;13101;2
16;5;11;13;13101;2
61;23;38;13;13101;2
28;11;17;13;13101;4
46;20;26;13;13101;2
15;2;13;13;13101;2
47;6;41;13;13101;2
41;7;34;13;13101;2
304;266;38;13;13101;1
306;295;11;13;13101;1
33;32;1;13;13101;1
29;25;4;13;13101;2
218;57;161;13;13101;1
84;19;65;13;13101;2
48;42;6;13;13101;1
90;66;24;13;13101;2
78;78;;13;13101;1
70;30;40;13;13101;1
32;6;26;13;13101;2
93;63;30;13;13101;1
40;23;17;13;13101;2
78;27;51;13;13101;1
328;221;107;13;13101;1
188;122;66;13;13101;2
13;6;7;13;13101;1
34;24;10;13;13101;1
467;294;173;13;13101;1
238;192;46;13;13101;1
21;15;6;8;8110;1
72;46;26;13;13119;1
10;6;4;8;8110;1
75;55;20;10;10101;1
7;2;5;10;10101;1
50;32;18;7;7101;1
4;2;2;7;7101;1
77;39;38;13;13201;1
1;1;;6;6101;1
4;2;2;13;13101;1
149;86;63;13;13101;1
123;68;55;6;6101;1
80;56;24;4;4101;1
73;38;35;5;5101;1
14;10;4;5;5101;1
3;2;1;4;4101;1
12;5;7;11;11101;2
5;2;3;13;13119;2
43;28;15;16;16101;2
1;;1;8;8110;2
26;17;9;8;8110;2
77;42;35;13;13119;2
10;5;5;7;7101;2
107;70;37;13;13201;2
8;7;1;10;10101;2
5;3;2;10;10301;2
40;28;12;10;10301;2
22;16;6;1;1101;2
87;39;48;14;14101;2
2;2;;14;14101;2
6;4;2;1;1101;2
18;12;6;1;1101;2
73;44;29;13;13101;2
55;31;24;13;13101;2
201;101;100;13;13101;2
9;5;4;6;6101;2
5;3;2;13;13120;2
5;4;1;4;4101;2
5;4;1;4;4101;2
3;3;;4;4101;2
1;1;;12;12101;2
59;28;31;6;6101;2
13;8;5;13;13120;2
27;1;26;13;13132;4
12;2;10;13;13132;4
5;3;2;13;13132;4
10;6;4;13;13132;4
11;2;9;13;13132;4
399;352;47;6;6101;1
409;362;47;4;4101;1
10;1;9;2;2101;2
10;1;9;13;13120;1
27;11;16;13;13101;1
14;6;8;13;13114;1
6;4;2;2;2101;1
35;27;8;2;2201;2
23;13;10;10;10101;2
29;13;16;7;7101;2
65;39;26;13;13119;2
42;22;20;16;16101;2
19;9;10;7;7301;2
32;16;16;8;8110;2
98;59;39;6;6101;2
53;36;17;1;1101;2
112;60;52;13;13101;2
43;17;26;10;10301;2
39;24;15;9;9101;2
47;20;27;14;14101;2
63;32;31;13;13114;2
34;16;18;11;11101;2
36;24;12;3;3101;2
17;10;7;12;12101;2
52;30;22;4;4101;2
51;21;30;5;5101;2
81;54;27;2;2101;2
179;6;173;13;13118;1
14;1;13;1;1101;1
8;1;7;13;13128;1
1;;1;15;15101;2
132;3;129;13;13118;2
28;1;27;1;1101;2
78;2;76;8;8110;2
125;3;122;13;13128;2
2;2;;2;2201;1
151;87;64;2;2101;1
3;1;2;2;2101;1
187;132;55;2;2201;1
7;2;5;13;13118;1
226;122;104;13;13118;1
7;1;6;16;16101;1
170;86;84;13;13119;1
4;2;2;13;13119;1
134;73;61;16;16101;1
116;68;48;8;8110;1
4;2;2;9;9101;1
80;50;30;9;9101;1
108;51;57;10;10101;1
4;1;3;10;10101;1
18;12;6;8;8110;1
8;5;3;7;7101;1
110;65;45;7;7101;1
7;1;6;14;14101;1
75;47;28;1;1101;1
3;2;1;1;1101;1
85;40;45;14;14101;1
1;;1;10;10301;1
41;19;22;10;10301;1
118;68;50;13;13201;1
10;8;2;7;7301;1
119;61;58;7;7301;1
24;10;14;13;13101;1
219;117;102;13;13101;1
4;;4;12;12101;1
114;60;54;5;5101;1
7;4;3;3;3101;1
160;103;57;3;3101;1
5;1;4;12;12101;1
164;54;110;13;13114;1
68;41;27;11;11101;1
8;4;4;13;13120;1
10;4;6;5;5101;1
24;6;18;13;13114;1
168;85;83;4;4101;1
20;10;10;4;4101;1
13;9;4;6;6101;1
200;125;75;6;6101;1
19;14;5;2;2201;2
34;20;14;2;2201;2
151;79;72;2;2201;2
61;35;26;13;13118;2
140;75;65;15;15101;2
13;7;6;15;15101;2
5;5;;16;16101;2
69;34;35;16;16101;2
4;2;2;13;13119;2
167;65;102;13;13119;2
36;20;16;9;9101;2
51;34;17;8;8110;2
91;52;39;8;8110;2
30;19;11;8;8110;2
19;9;10;13;13118;2
224;105;119;13;13118;2
43;22;21;8;8301;2
1;;1;8;8301;2
13;2;11;7;7101;2
29;21;8;7;7101;2
112;56;56;10;10101;2
25;12;13;10;10101;2
4;;4;9;9101;2
94;57;37;1;1101;2
11;8;3;1;1101;2
16;8;8;14;14101;2
1;1;;1;1101;2
58;32;26;10;10301;2
4;1;3;10;10301;2
78;40;38;14;14101;2
102;55;47;13;13201;2
44;22;22;13;13201;2
85;46;39;13;13101;2
108;53;55;13;13101;2
8;3;5;7;7301;2
296;145;151;13;13101;2
108;63;45;7;7301;2
22;9;13;5;5101;2
7;2;5;13;13120;2
134;65;69;4;4101;2
5;2;3;11;11101;2
27;14;13;13;13114;2
78;31;47;13;13114;2
112;52;60;13;13114;2
13;7;6;3;3101;2
13;5;8;4;4101;2
15;8;7;12;12101;2
163;97;66;3;3101;2
69;28;41;5;5101;2
24;13;11;2;2101;2
141;80;61;2;2101;2
81;46;35;12;12101;2
126;62;64;6;6101;2
15;8;7;6;6101;2
9;6;3;13;13119;1
143;101;42;13;13101;1
20;15;5;6;6101;1
9;2;7;13;13101;1
17;9;8;1;1101;1
1;;1;1;1101;1
2;;2;12;12101;1
3;1;2;4;4101;1
117;72;45;4;4101;1
4;4;;2;2101;1
110;73;37;2;2101;1
9;4;5;1;1101;2
3;2;1;13;13119;2
20;12;8;13;13119;2
51;31;20;13;13101;2
72;51;21;13;13101;2
73;56;17;1;1101;2
25;14;11;6;6101;2
125;83;42;6;6101;2
5;4;1;1;1101;2
167;102;65;13;13101;2
4;2;2;5;5101;2
47;34;13;5;5101;2
61;35;26;12;12101;2
6;3;3;12;12101;2
13;7;6;12;12101;2
1;1;;4;4101;2
12;8;4;2;2101;2
85;65;20;2;2101;2
9;5;4;8;8301;1
10;8;2;6;6101;1
22;6;16;13;13101;1
5;4;1;10;10301;1
6;4;2;1;1101;1
21;8;13;8;8110;1
10;2;8;9;9101;1
2;;2;14;14101;1
5;2;3;5;5101;1
19;11;8;4;4101;1
29;8;21;13;13114;1
1;;1;16;16101;2
65;20;45;13;13101;2
5;3;2;10;10301;2
5;1;4;1;1101;2
14;6;8;8;8110;2
7;;7;14;14101;2
5;;5;9;9101;2
19;7;12;13;13114;2
2;;2;4;4101;2
10;4;6;5;5101;2
3;2;1;12;12101;2
110;57;53;8;8110;1
64;35;29;16;16101;1
75;28;47;7;7101;1
101;57;44;8;8301;1
85;31;54;9;9101;1
76;39;37;13;13201;1
56;17;39;10;10301;1
68;20;48;14;14101;1
73;34;39;1;1101;1
162;77;85;13;13101;1
181;37;144;13;13114;1
164;70;94;4;4101;1
87;37;50;5;5101;1
91;52;39;6;6101;1
24;11;13;16;16101;2
7;3;4;7;7101;2
28;7;21;9;9101;2
25;6;19;13;13201;2
47;19;28;14;14101;2
24;10;14;1;1101;2
60;25;35;13;13201;2
47;19;28;10;10301;2
173;76;97;13;13101;2
37;12;25;5;5101;2
30;11;19;13;13114;2
103;4;99;2;2201;1
21;1;20;16;16101;1
141;7;134;13;13118;1
18;;18;1;1101;1
139;8;131;6;6101;1
161;2;159;8;8110;1
9;;9;10;10301;1
45;4;41;13;13201;1
84;5;79;13;13128;1
147;9;138;2;2101;1
143;14;129;2;2201;2
29;;29;13;13119;2
21;1;20;16;16101;2
42;;42;15;15101;2
17;;17;7;7301;2
50;1;49;8;8301;2
124;1;123;8;8110;2
181;7;174;13;13118;2
128;2;126;6;6101;2
27;1;26;9;9101;2
41;3;38;13;13201;2
120;2;118;14;14101;2
142;5;137;13;13128;2
233;10;223;2;2101;2
21;14;7;13;13118;1
86;18;68;16;16101;1
77;18;59;6;6101;1
93;14;79;1;1101;1
4;;4;1;1101;1
174;26;148;8;8110;1
10;1;9;8;8110;1
22;5;17;9;9101;1
10;1;9;14;14101;1
134;29;105;13;13201;1
203;31;172;14;14101;1
202;31;171;9;9101;1
120;31;89;5;5101;1
159;38;121;13;13128;1
8;2;6;5;5101;1
244;57;187;4;4101;1
43;8;35;4;4101;1
8;1;7;13;13128;1
49;9;40;7;7101;2
48;9;39;16;16101;2
126;21;105;1;1101;2
14;3;11;8;8301;2
193;26;167;8;8301;2
104;14;90;8;8110;2
21;1;20;8;8110;2
31;9;22;1;1101;2
25;9;16;9;9101;2
85;12;73;9;9101;2
106;12;94;13;13201;2
75;8;67;5;5101;2
21;2;19;5;5101;2
181;20;161;13;13128;2
24;4;20;13;13128;2
137;3;134;16;16101;1
199;11;188;13;13118;1
14;;14;8;8110;1
130;1;129;9;9101;1
139;8;131;13;13118;2
66;;66;9;9101;2
107;2;105;10;10101;1
68;1;67;7;7101;1
165;6;159;13;13118;1
12;;12;8;8301;1
10;1;9;8;8110;1
26;1;25;10;10301;1
39;1;38;14;14101;1
113;3;110;5;5101;1
84;6;78;13;13128;1
142;8;134;10;10101;2
53;2;51;7;7101;2
223;10;213;13;13118;2
10;;10;8;8110;2
88;1;87;10;10301;2
174;6;168;13;13128;2
111;4;107;5;5101;2
89;8;81;2;2201;1
1;;1;10;10101;1
89;5;84;10;10101;1
1;;1;2;2201;1
243;19;224;13;13119;1
3;;3;16;16101;1
3;;3;15;15101;1
1;;1;13;13119;1
121;10;111;16;16101;1
223;14;209;6;6101;1
126;10;116;8;8301;1
5;;5;7;7101;1
127;12;115;7;7101;1
116;7;109;8;8110;1
2;;2;13;13118;1
431;36;395;13;13118;1
2;;2;8;8110;1
120;9;111;13;13201;1
66;5;61;10;10301;1
112;10;102;9;9101;1
1;;1;1;1101;1
93;5;88;14;14101;1
36;4;32;1;1101;1
309;23;286;13;13101;1
1;;1;13;13101;1
89;8;81;7;7301;1
17;1;16;13;13120;1
215;15;200;4;4101;1
137;6;131;13;13114;1
1;1;;4;4101;1
1;;1;13;13114;1
150;7;143;5;5101;1
3;;3;5;5101;1
76;7;69;13;13128;1
77;10;67;3;3101;1
5;;5;6;6101;1
1;;1;2;2101;1
130;11;119;2;2101;1
16;5;11;2;2201;2
2;;2;10;10101;2
48;8;40;10;10101;2
34;3;31;2;2201;2
60;7;53;15;15101;2
132;12;120;13;13119;2
1;;1;16;16101;2
2;;2;15;15101;2
31;4;27;16;16101;2
16;;16;7;7101;2
16;;16;1;1101;2
24;4;20;13;13118;2
4;1;3;8;8110;2
15;3;12;8;8110;2
250;24;226;13;13118;2
317;41;276;13;13101;2
23;3;20;13;13101;2
51;3;48;6;6101;2
1;;1;7;7101;2
30;4;26;1;1101;2
1;;1;1;1101;2
2;;2;6;6101;2
1;;1;14;14101;2
45;2;43;14;14101;2
5;;5;10;10301;2
1;;1;10;10301;2
28;3;25;13;13201;2
48;2;46;9;9101;2
3;;3;9;9101;2
54;1;53;13;13201;2
5;;5;7;7301;2
36;3;33;7;7301;2
23;1;22;13;13120;2
1;;1;13;13120;2
7;;7;13;13120;2
9;;9;11;11101;2
67;8;59;5;5101;2
5;;5;3;3101;2
56;4;52;3;3101;2
46;3;43;4;4101;2
4;;4;5;5101;2
96;10;86;13;13128;2
4;;4;13;13128;2
4;;4;13;13114;2
53;3;50;13;13114;2
18;2;16;13;13114;2
1;;1;4;4101;2
2;1;1;12;12101;2
50;1;49;12;12101;2
79;4;75;2;2101;2
167;13;154;13;13120;1
13;1;12;13;13120;1
73;28;45;2;2201;1
11;3;8;11;11101;1
239;64;175;13;13118;1
22;6;16;8;8110;1
43;11;32;16;16101;1
47;11;36;9;9101;1
33;5;28;10;10101;1
13;2;11;7;7101;1
36;10;26;10;10301;1
26;11;15;1;1101;1
7;5;2;12;12101;1
58;19;39;13;13128;1
15;3;12;4;4101;1
9;2;7;13;13120;1
131;40;91;6;6101;1
41;12;29;11;11101;2
12;2;10;16;16101;2
231;45;186;13;13118;2
9;3;6;7;7101;2
13;3;10;10;10101;2
17;4;13;7;7301;2
33;7;26;12;12101;2
23;3;20;4;4101;2
162;34;128;13;13128;2
21;2;19;13;13120;2
182;50;132;6;6101;2
369;203;166;4;4101;1
64;8;56;13;13132;4
36;11;25;13;13132;4
49;11;38;13;13132;4
109;52;57;13;13132;4
63;50;13;16;16101;1
277;244;33;8;8110;1
342;292;50;5;5101;1
333;301;32;4;4101;1
267;235;32;13;13114;1
120;29;91;13;13120;1
14;2;12;13;13120;1
16;8;8;13;13132;4
12;4;8;13;13132;3
8;2;6;13;13132;4
14;2;12;13;13132;4
14;2;12;13;13132;4
8;2;6;13;13132;4
11;;11;13;13132;4
12;8;4;13;13132;4
14;3;11;13;13120;1
50;47;3;11;11101;1
22;22;;11;11101;1
192;174;18;2;2101;1
100;94;6;2;2101;1
46;44;2;16;16101;1
52;47;5;8;8110;1
15;15;;8;8301;1
102;95;7;16;16101;1
56;52;4;8;8301;1
131;121;10;13;13201;1
33;30;3;13;13119;1
39;33;6;10;10101;1
133;121;12;7;7101;1
22;20;2;7;7101;1
25;24;1;10;10301;1
52;49;3;14;14101;1
107;86;21;14;14101;1
54;47;7;10;10301;1
188;172;16;1;1101;1
46;41;5;1;1101;1
71;66;5;7;7301;1
63;58;5;13;13101;1
26;26;;7;7301;1
212;192;20;13;13101;1
109;93;16;5;5101;1
54;50;4;4;4101;1
68;64;4;3;3101;1
77;72;5;5;5101;1
90;84;6;13;13114;1
50;43;7;12;12101;1
89;76;13;12;12101;1
131;123;8;3;3101;1
90;86;4;4;4101;1
22;20;2;13;13114;1
2;2;;11;11101;2
8;6;2;12;12101;2
70;;70;13;13120;1
3;3;;16;16101;1
154;123;31;15;15101;1
4;3;1;15;15101;1
203;166;37;13;13119;1
2;1;1;13;13119;1
129;106;23;7;7101;1
193;146;47;16;16101;1
153;118;35;8;8301;1
111;99;12;6;6101;1
4;4;;7;7101;1
120;90;30;10;10301;1
152;131;21;1;1101;1
5;4;1;8;8110;1
195;157;38;8;8110;1
155;120;35;14;14101;1
1;1;;9;9101;1
176;147;29;13;13201;1
11;7;4;9;9101;1
114;95;19;7;7301;1
167;146;21;3;3101;1
218;181;37;4;4101;1
8;7;1;5;5101;1
3;2;1;13;13114;1
3;3;;3;3101;1
7;7;;4;4101;1
277;211;66;5;5101;1
2;2;;2;2101;1
36;33;3;2;2101;1
6;1;5;10;10101;1
6;3;3;13;13119;1
91;58;33;13;13119;1
53;25;28;13;13101;1
16;10;6;8;8110;1
96;59;37;8;8301;1
23;13;10;8;8110;1
97;55;42;10;10301;1
2;1;1;10;10301;1
447;271;176;13;13101;1
22;15;7;8;8301;1
162;110;52;13;13201;1
7;5;2;9;9101;1
147;92;55;4;4101;1
33;22;11;4;4101;1
41;29;12;2;2101;1
4;1;3;13;13120;1
106;66;40;13;13120;1
83;59;24;13;13114;1
10;4;6;13;13114;1
40;24;16;2;2101;1
7;4;3;13;13119;2
9;5;4;13;13101;2
26;19;7;13;13101;2
3;1;2;13;13101;2
86;28;58;13;13101;2
79;36;43;13;13101;1
305;140;165;13;13101;2
62;23;39;13;13101;2
107;69;38;13;13101;2
15;6;9;13;13101;2
19;3;16;13;13101;2
21;17;4;13;13101;4
4;2;2;13;13101;2
421;301;120;13;13101;4
420;260;160;13;13101;4
110;90;20;13;13101;4
19;11;8;13;13101;1
16;14;2;13;13101;2
9;6;3;13;13101;2
193;143;50;13;13101;4
69;44;25;13;13101;4
65;47;18;13;13101;4
62;37;25;13;13101;4
53;44;9;13;13101;4
125;97;28;13;13101;4
105;97;8;13;13101;4
57;44;13;13;13101;4
213;189;24;13;13101;4
131;102;29;13;13101;4
193;188;5;13;13101;4
45;34;11;13;13101;1
135;79;56;13;13101;2
63;52;11;13;13101;1
137;100;37;13;13101;2
148;73;75;13;13101;1
228;131;97;13;13101;1
122;58;64;13;13101;1
9;;9;13;13101;1
263;152;111;13;13101;1
5;4;1;13;13101;2
188;75;113;13;13101;1
86;46;40;13;13101;1
198;107;91;13;13101;2
689;329;360;13;13101;1
2;1;1;13;13101;4
4;1;3;13;13101;4
3;2;1;13;13101;4
20;14;6;13;13101;2
15;12;3;13;13101;2
16;3;13;13;13101;2
15;9;6;13;13101;2
13;5;8;13;13101;2
16;6;10;13;13101;2
13;9;4;13;13101;2
4;1;3;13;13101;2
1;;1;13;13101;2
26;14;12;13;13101;2
22;21;1;13;13101;2
2;2;;13;13101;2
14;12;2;13;13101;2
12;7;5;13;13101;2
13;5;8;13;13101;2
13;11;2;13;13101;2
10;6;4;13;13101;2
16;9;7;13;13101;2
17;12;5;13;13101;2
1;1;;13;13101;2
10;8;2;13;13101;2
2;2;;13;13101;2
24;18;6;13;13101;2
16;13;3;13;13101;2
12;10;2;13;13101;1
12;2;10;13;13101;1
25;10;15;13;13101;2
1;;1;13;13101;1
187;160;27;13;13101;1
97;96;1;13;13101;1
170;64;106;13;13101;1
108;71;37;13;13101;1
425;184;241;13;13101;1
134;47;87;13;13101;2
42;17;25;13;13101;2
336;159;177;13;13101;2
55;31;24;13;13101;1
52;15;37;13;13101;1
114;49;65;13;13101;1
127;86;41;13;13101;1
27;22;5;13;13101;1
11;6;5;13;13101;2
16;4;12;13;13101;2
11;11;;13;13101;2
8;5;3;13;13101;2
29;14;15;13;13101;2
44;23;21;13;13101;2
50;45;5;13;13101;2
35;10;25;13;13101;2
30;9;21;13;13101;2
20;10;10;13;13101;2
2;1;1;13;13101;2
29;16;13;13;13101;2
18;9;9;13;13101;2
16;2;14;13;13101;2
9;2;7;13;13101;2
51;28;23;13;13101;2
100;51;49;13;13101;2
39;22;17;13;13101;2
15;2;13;13;13101;2
28;16;12;13;13101;2
23;16;7;13;13101;2
19;5;14;13;13101;2
50;31;19;13;13101;5
33;18;15;13;13101;2
12;8;4;13;13101;2
49;33;16;13;13101;1
39;13;26;13;13101;2
42;29;13;13;13101;2
103;75;28;13;13101;1
66;42;24;13;13101;1
107;100;7;13;13101;1
21;10;11;13;13101;1
213;76;137;13;13101;1
370;235;135;13;13101;1
165;107;58;13;13101;1
169;80;89;13;13101;1
300;79;221;13;13101;1
18;11;7;13;13101;1
59;35;24;13;13101;2
192;90;102;13;13101;1
12;3;9;13;13101;2
2;;2;13;13101;2
16;10;6;13;13101;2
13;3;10;13;13101;2
545;349;196;13;13101;1
218;85;133;13;13101;1
243;185;58;13;13101;1
110;77;33;13;13101;1
625;319;306;13;13101;1
555;380;175;13;13101;1
1141;650;491;13;13101;1
437;304;133;13;13101;1
233;134;99;13;13101;1
294;128;166;13;13101;1
346;148;198;13;13101;1
273;145;128;13;13101;1
11;;11;13;13101;1
20;14;6;13;13101;5
10;4;6;13;13101;2
13;11;2;13;13101;1
3;;3;13;13101;1
27;22;5;13;13101;2
2;2;;13;13101;2
18;8;10;13;13101;2
4;3;1;13;13101;1
2;2;;13;13101;2
16;12;4;13;13101;2
109;90;19;13;13101;1
2695;1229;1466;13;13101;1
687;451;236;13;13101;1
75;62;13;13;13101;1
13;4;9;13;13101;1
26;4;22;13;13101;1
35;15;20;13;13101;1
9;3;6;13;13101;1
101;45;56;13;13101;1
31;11;20;13;13101;1
46;25;21;13;13101;1
22;5;17;13;13101;1
25;14;11;13;13101;1
16;7;9;13;13101;1
13;4;9;13;13101;1
15;3;12;13;13101;1
31;5;26;13;13101;1
2;1;1;13;13101;1
36;21;15;13;13101;1
21;5;16;13;13101;1
18;5;13;13;13101;1
29;5;24;13;13101;1
7;1;6;13;13101;1
75;36;39;13;13101;1
61;34;27;13;13101;1
37;10;27;13;13101;1
14;3;11;13;13101;1
3;2;1;13;13101;1
36;14;22;13;13101;1
3;1;2;13;13101;1
37;19;18;13;13101;2
62;27;35;13;13101;1
92;47;45;13;13101;2
41;11;30;13;13101;2
2;2;;13;13101;2
21;6;15;13;13101;2
11;1;10;13;13101;1
49;8;41;13;13101;1
45;20;25;13;13101;2
53;39;14;13;13101;1
31;15;16;13;13101;2
13;10;3;13;13101;2
66;25;41;13;13101;1
42;31;11;13;13101;1
29;6;23;13;13101;1
14;14;;13;13101;1
479;353;126;13;13101;1
55;33;22;13;13101;1
24;3;21;13;13101;1
27;17;10;13;13101;1
78;22;56;13;13101;1
274;239;35;13;13101;1
374;191;183;13;13101;1
256;87;169;13;13101;1
709;305;404;13;13101;1
398;96;302;13;13101;1
181;27;154;13;13101;1
352;40;312;13;13101;1
55;22;33;13;13101;1
229;26;203;13;13101;1
674;153;521;13;13101;1
98;10;88;13;13101;1
307;44;263;13;13101;1
110;35;75;13;13101;1
2334;831;1503;13;13101;1
4;;4;13;13101;1
193;128;65;13;13101;1
261;126;135;13;13101;1
530;244;286;13;13101;1
61;20;41;13;13101;1
421;234;187;13;13101;1
50;5;45;13;13101;1
348;188;160;13;13101;1
2537;722;1815;13;13101;1
145;43;102;13;13101;1
296;133;163;13;13101;1
28;2;26;13;13101;1
51;1;50;13;13101;1
59;11;48;13;13101;1
128;58;70;13;13101;1
108;34;74;13;13101;1
94;23;71;13;13101;1
94;39;55;13;13101;1
241;83;158;13;13101;1
381;155;226;13;13101;1
398;219;179;13;13101;1
328;224;104;13;13101;1
431;102;329;13;13101;2
38;28;10;13;13101;2
51;13;38;13;13101;1
31;10;21;13;13101;2
8;4;4;13;13101;2
68;38;30;13;13101;2
21;11;10;13;13101;1
38;21;17;13;13101;2
26;1;25;13;13101;1
25;10;15;13;13101;2
18;4;14;13;13101;2
8;2;6;13;13101;2
78;44;34;13;13101;2
40;14;26;13;13101;1
24;17;7;13;13101;1
4;4;;13;13101;1
1;1;;13;13101;1
72;33;39;13;13101;1
63;30;33;13;13101;2
51;26;25;13;13101;1
50;25;25;13;13101;1
2;;2;13;13101;1
13;6;7;13;13101;1
2;;2;13;13101;1
113;55;58;13;13101;1
10;8;2;13;13101;1
33;6;27;13;13101;1
5;2;3;13;13101;1
15;1;14;13;13101;1
60;8;52;13;13101;1
21;3;18;13;13101;1
5;1;4;13;13101;1
28;3;25;13;13101;1
11;2;9;13;13101;1
12;7;5;13;13101;1
26;8;18;13;13101;1
16;3;13;13;13101;1
18;16;2;13;13101;1
36;19;17;13;13101;2
8;;8;13;13101;1
11;4;7;13;13101;1
3;3;;13;13101;1
1;;1;13;13101;1
9;4;5;13;13101;1
25;11;14;13;13101;1
58;20;38;13;13101;2
38;7;31;13;13101;1
30;8;22;13;13101;1
45;18;27;13;13101;1
37;16;21;13;13101;2
45;19;26;13;13101;2
8;5;3;13;13101;2
127;49;78;13;13101;1
32;14;18;13;13101;2
6;5;1;13;13101;2
56;27;29;13;13101;2
38;28;10;13;13101;2
53;19;34;13;13101;2
17;9;8;13;13101;2
